Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"The entrepreneurial logic of startup software development: A study of 40 software startups","Empirical Software Engineering","","26","5","10.1007/s10664-021-09987-z","Anh Nguyen-DucKai-Kristian KemellPekka Abrahamsson","2021","http://link.springer.com/article/10.1007/s10664-021-09987-z","Article"
"A multiple-population genetic algorithm for branch coverage test data generation","Software Quality Journal","","19","3","10.1007/s11219-010-9117-4","Mohammad AlshraidehBasel A. MahafzahSaleh Al-Sharaeh","2011","http://link.springer.com/article/10.1007/s11219-010-9117-4","Article"
"Genetic-based web regression testing: an ontology-based multi-objective evolutionary framework to auto-regression testing of web applications","Service Oriented Computing and Applications","","15","1","10.1007/s11761-020-00312-y","Maryam Nooraei Abadeh","2021","http://link.springer.com/article/10.1007/s11761-020-00312-y","Article"
"The ability of directed tests to predict software quality","Annals of Software Engineering","","4","1","10.1023/A:1018918911958","Christoph C. MichaelJeffrey Voas","1997","http://link.springer.com/article/10.1023/A%3A1018918911958","Article"
"Test Case Generation as an AI Planning Problem","Automated Software Engineering","","4","1","10.1023/A:1008607721339","Adele E. HoweAnneliese von MayrhauserRichard T. Mraz","1997","http://link.springer.com/article/10.1023/A%3A1008607721339","Article"
"Synthesis of test scenarios using UML activity diagrams","Software & Systems Modeling","","10","1","10.1007/s10270-009-0133-4","Ashalatha NayakDebasis Samanta","2011","http://link.springer.com/article/10.1007/s10270-009-0133-4","Article"
"Reducing software defects removal cost via design of experiments using Taguchi approach","Software Quality Journal","","23","2","10.1007/s11219-014-9234-6","Ljubomir LazićStevan Milinković","2015","http://link.springer.com/article/10.1007/s11219-014-9234-6","Article"
"An empirical study on the effects of code visibility on program testability","Software Quality Journal","","25","3","10.1007/s11219-016-9340-8","Lei MaCheng ZhangBing YuHiroyuki Sato","2017","http://link.springer.com/article/10.1007/s11219-016-9340-8","Article"
"Testing Web applications by modeling with FSMs","Software & Systems Modeling","","4","3","10.1007/s10270-004-0077-7","Anneliese A. AndrewsJeff OffuttRoger T. Alexander","2005","http://link.springer.com/article/10.1007/s10270-004-0077-7","Article"
"How effective are existing Java API specifications for finding bugs during runtime verification?","Automated Software Engineering","","26","4","10.1007/s10515-019-00267-1","Owolabi LegunsenNader Al AwarXinyue XuWajih Ul HassanGrigore RoşuDarko Marinov","2019","http://link.springer.com/article/10.1007/s10515-019-00267-1","Article"
"A detailed investigation of the effectiveness of whole test suite generation","Empirical Software Engineering","","22","2","10.1007/s10664-015-9424-2","José Miguel RojasMattia VivantiAndrea ArcuriGordon Fraser","2017","http://link.springer.com/article/10.1007/s10664-015-9424-2","Article"
"Adoption and use of cloud-based testing in practice","Software Quality Journal","","24","2","10.1007/s11219-014-9256-0","Leah Riungu-KalliosaariOssi TaipaleKari SmolanderIta Richardson","2016","http://link.springer.com/article/10.1007/s11219-014-9256-0","Article"
"A combined approach to optimize the test suite size in regression testing","CSI Transactions on ICT","","4","2 - 4","10.1007/s40012-016-0098-8","Shilpi SinghRaj Shree","2016","http://link.springer.com/article/10.1007/s40012-016-0098-8","Article"
"Separating passing and failing test executions by clustering anomalies","Software Quality Journal","","25","3","10.1007/s11219-016-9339-1","Rafig AlmaghairbeMarc Roper","2017","http://link.springer.com/article/10.1007/s11219-016-9339-1","Article"
"GreenScaler: training software energy models with automatic test generation","Empirical Software Engineering","","24","4","10.1007/s10664-018-9640-7","Shaiful ChowdhuryStephanie BorleStephen RomanskyAbram Hindle","2019","http://link.springer.com/article/10.1007/s10664-018-9640-7","Article"
"Using model-checkers to generate and analyze property relevant test-cases","Software Quality Journal","","16","2","10.1007/s11219-007-9031-6","Gordon FraserFranz Wotawa","2008","http://link.springer.com/article/10.1007/s11219-007-9031-6","Article"
"To the attention of mobile software developers: guess what, test your app!","Empirical Software Engineering","","24","4","10.1007/s10664-019-09701-0","Luis CruzRui AbreuDavid Lo","2019","http://link.springer.com/article/10.1007/s10664-019-09701-0","Article"
"Prediction of faults-slip-through in large software projects: an empirical evaluation","Software Quality Journal","","22","1","10.1007/s11219-013-9205-3","Wasif AfzalRichard TorkarRobert FeldtTony Gorschek","2014","http://link.springer.com/article/10.1007/s11219-013-9205-3","Article"
"Black-box tree test case generation through diversity","Automated Software Engineering","","25","3","10.1007/s10515-018-0232-y","Ali ShahbaziMahsa PanahandehJames Miller","2018","http://link.springer.com/article/10.1007/s10515-018-0232-y","Article"
"Environment modeling and simulation for automated testing of soft real-time embedded software","Software & Systems Modeling","","14","1","10.1007/s10270-013-0328-6","Muhammad Zohaib IqbalAndrea ArcuriLionel Briand","2015","http://link.springer.com/article/10.1007/s10270-013-0328-6","Article"
"Similarity testing for role-based access control systems","Journal of Software Engineering Research and Development","","6","1","10.1186/s40411-017-0045-x","Carlos Diego N. DamascenoPaulo C. MasieroAdenilso Simao","2018","http://link.springer.com/article/10.1186/s40411-017-0045-x","Article"
"RAMBUTANS: automatic AOP-specific test generation tool","International Journal on Software Tools for Technology Transfer","","19","6","10.1007/s10009-016-0432-3","Reza Meimandi PariziAbdul Azim Abdul GhaniSai Peck LeeSaif Ur Rehman Khan","2017","http://link.springer.com/article/10.1007/s10009-016-0432-3","Article"
"Search-based multi-vulnerability testing of XML injections in web applications","Empirical Software Engineering","","24","6","10.1007/s10664-019-09707-8","Sadeeq JanAnnibale PanichellaAndrea ArcuriLionel Briand","2019","http://link.springer.com/article/10.1007/s10664-019-09707-8","Article"
"Book review","Software Quality Journal","","3","1","10.1007/BF00426948","Geoff Stafles","1994","http://link.springer.com/article/10.1007/BF00426948","Article"
"Model-based testing leveraged for automated web tests","Software Quality Journal","","","","10.1007/s11219-021-09575-w","Guilherme Ricken MattielloAndré Takeshi Endo","2021","http://link.springer.com/article/10.1007/s11219-021-09575-w","Article"
"An assessment of operational coverage as both an adequacy and a selection criterion for operational profile based testing","Software Quality Journal","","26","4","10.1007/s11219-017-9388-0","Breno MirandaAntonia Bertolino","2018","http://link.springer.com/article/10.1007/s11219-017-9388-0","Article"
"Mock objects for testing java systems","Empirical Software Engineering","","24","3","10.1007/s10664-018-9663-0","Davide SpadiniMaurício AnicheMagiel BruntinkAlberto Bacchelli","2019","http://link.springer.com/article/10.1007/s10664-018-9663-0","Article"
"Studying logging practice in test code","Empirical Software Engineering","","27","4","10.1007/s10664-022-10139-0","Haonan ZhangYiming TangMaxime LamotheHeng LiWeiyi Shang","2022","http://link.springer.com/article/10.1007/s10664-022-10139-0","Article"
"Quality technique transfer: Manufacturing and software","Annals of Software Engineering","","10","1 - 4","10.1023/A:1018956204148","Graham A. King","2000","http://link.springer.com/article/10.1023/A%3A1018956204148","Article"
"Code coverage differences of Java bytecode and source code instrumentation tools","Software Quality Journal","","27","1","10.1007/s11219-017-9389-z","Ferenc HorváthTamás GergelyÁrpád BeszédesDávid TengeriGergő BaloghTibor Gyimóthy","2019","http://link.springer.com/article/10.1007/s11219-017-9389-z","Article"
"Cooperative verifier-based testing with CoVeriTest","International Journal on Software Tools for Technology Transfer","","23","3","10.1007/s10009-020-00587-8","Dirk BeyerMarie-Christine Jakobs","2021","http://link.springer.com/article/10.1007/s10009-020-00587-8","Article"
"The scenario coevolution paradigm: adaptive quality assurance for adaptive systems","International Journal on Software Tools for Technology Transfer","","22","4","10.1007/s10009-020-00560-5","Thomas GaborAndreas SedlmeierThomy PhanFabian RitzMarie KiermeierLenz BelznerBernhard KempterCornel KleinHorst SauerReiner SchmidJan WieghardtMarc ZellerClaudia Linnhoff-Popien","2020","http://link.springer.com/article/10.1007/s10009-020-00560-5","Article"
"Learning how to search: generating effective test cases through adaptive fitness function selection","Empirical Software Engineering","","27","2","10.1007/s10664-021-10048-8","Hussein AlmullaGregory Gay","2022","http://link.springer.com/article/10.1007/s10664-021-10048-8","Article"
"Prioritizing test cases with string distances","Automated Software Engineering","","19","1","10.1007/s10515-011-0093-0","Yves LedruAlexandre PetrenkoSergiy BorodayNadine Mandran","2012","http://link.springer.com/article/10.1007/s10515-011-0093-0","Article"
"Multi-device coverage testing of mobile applications","Software Quality Journal","","26","2","10.1007/s11219-017-9357-7","Sergiy Vilkomir","2018","http://link.springer.com/article/10.1007/s11219-017-9357-7","Article"
"A systemic framework for crowdsourced test report quality assessment","Empirical Software Engineering","","25","2","10.1007/s10664-019-09793-8","Xin ChenHe JiangXiaochen LiLiming NieDongjin YuTieke HeZhenyu Chen","2020","http://link.springer.com/article/10.1007/s10664-019-09793-8","Article"
"A mapping study on testing non-testable systems","Software Quality Journal","","26","4","10.1007/s11219-017-9392-4","Krishna PatelRobert M. Hierons","2018","http://link.springer.com/article/10.1007/s11219-017-9392-4","Article"
"Evolutionary testing of autonomous software agents","Autonomous Agents and Multi-Agent Systems","","25","2","10.1007/s10458-011-9175-4","Cu D. NguyenSimon MilesAnna PeriniPaolo TonellaMark HarmanMichael Luck","2012","http://link.springer.com/article/10.1007/s10458-011-9175-4","Article"
"Testing TLS using planning-based combinatorial methods and execution framework","Software Quality Journal","","27","2","10.1007/s11219-018-9412-z","Dimitris E. SimosJosip BozicBernhard GarnManuel LeithnerFeng DuanKristoffer KleineYu LeiFranz Wotawa","2019","http://link.springer.com/article/10.1007/s11219-018-9412-z","Article"
"Replication of empirical studies in software engineering research: a systematic mapping study","Empirical Software Engineering","","19","3","10.1007/s10664-012-9227-7","Fabio Q. B. da SilvaMarcos SuassunaA. César C. FrançaAlicia M. GrubbTatiana B. GouveiaCleviton V. F. MonteiroIgor Ebrahim dos Santos","2014","http://link.springer.com/article/10.1007/s10664-012-9227-7","Article"
"Test case prioritization techniques for model-based testing: a replicated study","Software Quality Journal","","26","4","10.1007/s11219-017-9398-y","João Felipe S. OuriquesEmanuela G. CartaxoPatrícia D. L. Machado","2018","http://link.springer.com/article/10.1007/s11219-017-9398-y","Article"
"Perceived diversity in software engineering: a systematic literature review","Empirical Software Engineering","","26","5","10.1007/s10664-021-09992-2","Gema Rodríguez-PérezReza NadriMeiyappan Nagappan","2021","http://link.springer.com/article/10.1007/s10664-021-09992-2","Article"
"Editorial","Software Quality Journal","","3","1","10.1007/BF00426944","Warren Harrison","1994","http://link.springer.com/article/10.1007/BF00426944","Article"
"A comprehensive study of pseudo-tested methods","Empirical Software Engineering","","24","3","10.1007/s10664-018-9653-2","Oscar Luis Vera-PérezBenjamin DanglotMartin MonperrusBenoit Baudry","2019","http://link.springer.com/article/10.1007/s10664-018-9653-2","Article"
"The central role of test automation in software quality assurance","Software Quality Journal","","25","3","10.1007/s11219-017-9383-5","Leonardo MarianiDan HaoRajesh SubramanyanHong Zhu","2017","http://link.springer.com/article/10.1007/s11219-017-9383-5","Article"
"Diversity of graph models and graph generators in mutation testing","International Journal on Software Tools for Technology Transfer","","22","1","10.1007/s10009-019-00530-6","Oszkár SemeráthRebeka FarkasGábor BergmannDániel Varró","2020","http://link.springer.com/article/10.1007/s10009-019-00530-6","Article"
"Dynamic Program Analysis Tools in GCC and CLANG Compilers","Programming and Computer Software","","46","4","10.1134/S0361768820010089","N. I. V’yukovaV. A. GalatenkoS. V. Samborskii","2020","http://link.springer.com/article/10.1134/S0361768820010089","Article"
"Search-based fairness testing for regression-based machine learning systems","Empirical Software Engineering","","27","3","10.1007/s10664-022-10116-7","Anjana PereraAldeida AletiChakkrit TantithamthavornJirayus JiarpakdeeBurak TurhanLisa KuhnKatie Walker","2022","http://link.springer.com/article/10.1007/s10664-022-10116-7","Article"
"Using a Reliability Growth Model to Control Software Inspection","Empirical Software Engineering","","7","3","10.1023/A:1016396232448","Stefan BifflWalter J. Gutjahr","2002","http://link.springer.com/article/10.1023/A%3A1016396232448","Article"
"Data sampling and kernel manifold discriminant alignment for mixed-project heterogeneous defect prediction","Software Quality Journal","","","","10.1007/s11219-022-09588-z","Jingwen NiuZhiqiang LiHaowen ChenXiwei DongXiao-Yuan Jing","2022","http://link.springer.com/article/10.1007/s11219-022-09588-z","Article"
"Discriminating features-based cost-sensitive approach for software defect prediction","Automated Software Engineering","","28","2","10.1007/s10515-021-00289-8","Aftab AliNaveed KhanMamun Abu-TairJoost NoppenSally McCleanIan McChesney","2021","http://link.springer.com/article/10.1007/s10515-021-00289-8","Article"
"A metrics suite for JUnit test code: a multiple case study on open source software","Journal of Software Engineering Research and Development","","2","1","10.1186/s40411-014-0014-6","Fadel ToureMourad BadriLuc Lamontagne","2014","http://link.springer.com/article/10.1186/s40411-014-0014-6","Article"
"Workshop report: The two-day workshop on Research Issues in the Intersection between Software Engineering and Artificial Intelligence (held in conjunction with ICSE-16)","Automated Software Engineering","","2","1","10.1007/BF00873410","K. A. KontogiannisPeter G. Selfridge","1995","http://link.springer.com/article/10.1007/BF00873410","Article"
"What am I testing and where? Comparing testing procedures based on lightweight requirements annotations","Empirical Software Engineering","","25","4","10.1007/s10664-020-09815-w","Florian PudlitzFlorian BrokhausenAndreas Vogelsang","2020","http://link.springer.com/article/10.1007/s10664-020-09815-w","Article"
"E-APR: Mapping the effectiveness of automated program repair techniques","Empirical Software Engineering","","26","5","10.1007/s10664-021-09989-x","Aldeida AletiMatias Martinez","2021","http://link.springer.com/article/10.1007/s10664-021-09989-x","Article"
"Test them all, is it worth it? Assessing configuration sampling on the JHipster Web development stack","Empirical Software Engineering","","24","2","10.1007/s10664-018-9635-4","Axel HalinAlexandre NuttinckMathieu AcherXavier DevroeyGilles PerrouinBenoit Baudry","2019","http://link.springer.com/article/10.1007/s10664-018-9635-4","Article"
"Applying UML/MARTE on industrial projects: challenges, experiences, and guidelines","Software & Systems Modeling","","14","4","10.1007/s10270-014-0405-5","Muhammad Zohaib IqbalShaukat AliTao YueLionel Briand","2015","http://link.springer.com/article/10.1007/s10270-014-0405-5","Article"
"Systematic testing and formal verification to validate reactive programs","Software Quality Journal","","4","4","10.1007/BF00402649","Monika MüllerburgLeszek HolenderskiOlivier MaffeisAgathe MerceronMatthew Morley","1995","http://link.springer.com/article/10.1007/BF00402649","Article"
"A Preliminary Software Engineering Theory as Investigated by Published Experiments","Empirical Software Engineering","","6","2","10.1023/A:1011489321999","Andreas Zendler","2001","http://link.springer.com/article/10.1023/A%3A1011489321999","Article"
"Testing concurrent user behavior of synchronous web applications with Petri nets","Software & Systems Modeling","","18","2","10.1007/s10270-018-0655-8","Jeff OffuttSunitha Thummala","2019","http://link.springer.com/article/10.1007/s10270-018-0655-8","Article"
"Software requirements and acceptance testing","Annals of Software Engineering","","3","1","10.1023/A:1018938021528","Pei HsiaDavid KungChris Sell","1997","http://link.springer.com/article/10.1023/A%3A1018938021528","Article"
"Component architecture of model-based testing environment","Programming and Computer Software","","36","5","10.1134/S036176881005004X","V. V. Kuliamin","2010","http://link.springer.com/article/10.1134/S036176881005004X","Article"
"Test case prioritization: a systematic mapping study","Software Quality Journal","","21","3","10.1007/s11219-012-9181-z","Cagatay CatalDeepti Mishra","2013","http://link.springer.com/article/10.1007/s11219-012-9181-z","Article"
