"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A lightweight software control system for cyber awareness and security","M. Co; C. L. Coleman; J. W. Davidson; S. Ghosh; J. D. Hiser; J. C. Knight; A. Nguyen-Tuong","Department of Computer Science, University of Virginia, Charlottesville, VA, USA; Department of Computer Science, University of Virginia, Charlottesville, VA, USA; Department of Computer Science, University of Virginia, Charlottesville, VA, USA; Department of Computer Science, University of Virginia, Charlottesville, VA, USA; Department of Computer Science, University of Virginia, Charlottesville, VA, USA; Department of Computer Science, University of Virginia, Charlottesville, VA, USA; Department of Computer Science, University of Virginia, Charlottesville, VA, USA",2009 2nd International Symposium on Resilient Control Systems,"18 Sep 2009","2009","","","19","24","Designing and building software that is free of defects that can be exploited by malicious adversaries is a difficult task. Despite extensive efforts via the application of formal methods, use of automated software engineering tools, and performing extensive pre-deployment testing, exploitable errors still appear in software. The problem of cyber resilience is further compounded by the growing sophistication of adversaries who can marshal substantial resources to compromise systems. This paper describes a novel, promising approach to improving the resilience of software. The approach is to impose a process-level software control system that continuously monitors an application for signs of attack or failure and responds accordingly. The system uses software dynamic translation to seamlessly insert arbitrary sensors and actuators into an executing binary. The control system employs the sensors to detect attacks and the actuators to effect an appropriate response. Using this approach, several novel monitoring and response systems have been developed. The paper describes our light-weight process-level software control system, our experience using it to increase the resilience of systems, and discusses future research directions for extending and enhancing this powerful approach to achieving cyber awareness and resilience.","","978-1-4244-4853-1","10.1109/ISRCS.2009.5251353","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5251353","Virtual Execution;Software Dynamic Translation;Cyber Security;Cyber Awareness;Diversity;Randomization","Software systems;Lighting control;Control systems;Computer security;Resilience;Application software;Process control;Sensor systems;Actuators;Automatic control","","1","","15","IEEE","18 Sep 2009","","","IEEE","IEEE Conferences"
"A semantic similarity retrieval model based on Lucene","Y. Zhou; X. Wu; R. Wang","School of Computer Science and Engineering, Guilin University of Electronic Technology, Guilin, China; School of Computer Science and Engineering, Guilin University of Electronic Technology, Guilin, China; School of Computer Science and Engineering, Guilin University of Electronic Technology, Guilin, China",2014 IEEE 5th International Conference on Software Engineering and Service Science,"23 Oct 2014","2014","","","854","858","In recent years, more and more users hope the search results can meet human's demand when they use a search engine. On the basis of analysis and study on the open source Lucene system architecture, a semantic search system is designed based on the special XML data sources in this paper. What's more, we use the word item location and word semantic to improve the Lucene's search results and conduct experiments to test and verify the retrieval performance, the accuracy of similarity search, the space efficiency of index and the time-efficiency of supporting inquiry: And finally by deploying the Tomcat server to implement our implement system. The experiment results prove that compared with the original Lucene indexing system, our system can improve the indexing efficiency, query efficiency and accuracy.","2327-0594","978-1-4799-3279-5","10.1109/ICSESS.2014.6933700","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6933700","Lucene;similarity;lexical item location;semantic;XML","Semantics;XML;Search engines;Algorithm design and analysis;Accuracy;Indexing","","2","","9","IEEE","23 Oct 2014","","","IEEE","IEEE Conferences"
"An experimental evaluation of the assumption of independence in multiversion programming","J. C. Knight; N. G. Leveson","Department of Computer Science, University of Virginia, Charlottesville, VA, USA; Department of Computer Science, University of California, Irvine, CA, USA",IEEE Transactions on Software Engineering,"26 Sep 2012","1986","SE-12","1","96","109","N-version programming has been proposed as a method of incorporating fault tolerance into software. Multiple versions of a program (i.e. `N') are prepared and executed in parallel. Their outputs are collected and examined by a voter, and, if they are not identical, it is assumed that the majority is correct. This method depends for its reliability improvement on the assumption that programs that have been developed independently will fail independently. An experiment is described in which the fundamental axiom is tested. In all, 27 versions of a program were prepared independently from the same specification at two universities and then subjected to one million tests. The results of the tests revealed that the programs were individually extremely reliable but that the number of tests in which more than one program failed was substantially more than expected. The results of these tests are presented along with an analysis of some of the faults that were found in the programs. Background information on the programmers used is also summarized.","1939-3520","","10.1109/TSE.1986.6312924","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6312924","Design diversity;fault-tolerant software;multiversion programming;N-version programming;software reliability","Programming;Software;Educational institutions;Software reliability;NASA","","495","1","","IEEE","26 Sep 2012","","","IEEE","IEEE Journals"
"An experiment in software redundancy with diverse methodologies","J. M. Adams; A. Taha","Department of Computer Science, New Mexico State University, USA; Department of Computer Science, New Mexico State University, USA",Proceedings of the Twenty-Fifth Hawaii International Conference on System Sciences,"6 Aug 2002","1992","ii","","83","90 vol.2","The goal of this experiment was to study the possibility of achieving highly reliable software using an approach to software redundancy with diverse methodologies. The experiment was similar to an experiment done by Knight and Leveson (1986) except that two different programming methodologies were used. Data from the experiment were analyzed using the simple statistical model for multiversion programming developed by Knight and Leveson and the more sophisticated statistical model of Eckhardt and Lee (1985), to see if results were consistent with the previous results for a single methodology. A still more sophisticated statistical model due to Littlewood and Miller (1989) was used to assess the effectiveness of using diverse methodologies.<>","","0-8186-2420-5","10.1109/HICSS.1992.183280","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=183280","","Redundancy;Software safety;Computer languages;Software algorithms;Logic programming;Programming profession;Testing;Reflection;Computer science;Algorithm design and analysis","","4","","7","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Polarization angle diversity and new digital software radio architecture","M. Aono; K. Takei","Department of Energy management system, Hitachi Research Laboratory, Hitachi-shi, Ibaraki-ken, Japan; Department of Energy management system, Hitachi Research Laboratory, Hitachi-shi, Ibaraki-ken, Japan","2015 International Conference on Circuits, Power and Computing Technologies [ICCPCT-2015]","16 Jul 2015","2015","","","1","3","We are developing new radio architecture for applying a wireless communication system to controlling and monitoring systems in industrial infrastructure systems. Using polarization angle diversity, we can achieve reliable communication in a non line-of-sight situation. To realize polarization angle diversity, we use a rotating polarized radio wave. When we use polarization angle diversity, we need to control radio frequencies more easily. New software radio architecture create radio frequency in a digital circuit directly. It has a possibility to control a rotating polarization radio wave. And by experiment, I show a result of basic communication test and confirm its functions.","","978-1-4799-7075-9","10.1109/ICCPCT.2015.7159299","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7159299","M2M radio;block coding;polarization diversity","Computer architecture;Wireless communication;Digital circuits;Software radio;Hardware;Field programmable gate arrays;Mixers","","2","","3","IEEE","16 Jul 2015","","","IEEE","IEEE Conferences"
"Bug Detection Using Particle Swarm Optimization with Search Space Reduction","A. Reungsinkonkarn; P. Apirukvorapinit","Department of Computer Information System, Assumption University; Faculty of Information Technology, Thai-Nichi Institute of Technology","2015 6th International Conference on Intelligent Systems, Modelling and Simulation","29 Oct 2015","2015","","","53","57","A bug detection tool is an important tool in software engineering development. Many research papers have proposed techniques for detecting software bug, but there are certain semantic bugs that are not easy to detect. In our views, a bug can occur from incorrect logics that when a program is executed with a particular input, the program will behave in unexpected ways. In this paper, we propose a method and tool for software bugs detection by finding such input that causes an unexpected output guided by the fitness function. The method uses a Hierarchical Similarity Measurement Model (HSM) to help create the fitness function to examine a program behavior. Its tool uses Particle Swarm Optimization (PSO) with Search Space Reduction (SSR) to manipulate input by contracting and eliminating unfavorable areas of input search space. The programs under experiment were selected from four different domains such as financial, decision support system, algorithms and machine learning. The experimental result shows a significant percentage of success rate up to 93% in bug detection, compared to an estimated success rate of 28% without SSR.","2166-0670","978-1-4799-8258-5","10.1109/ISMS.2015.20","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7311209","Bug Detection;Fitness Function;Hierarchical Similarity Measurement Model (HSM);Particle Swarm Optimization (PSO);Optimization","Computer bugs;Software;Complexity theory;Particle swarm optimization;Computational modeling;Atmospheric measurements;Particle measurements","","6","","15","IEEE","29 Oct 2015","","","IEEE","IEEE Conferences"
"The unique reference NCSLOC metric","S. D. Crouch; D. B. Simmons","Texas A and M University, USA; Texas A and M University, USA",Proceedings. Twenty-Third Annual International Computer Software and Applications Conference (Cat. No.99CB37032),"6 Aug 2002","1999","","","316","317","We propose that by utilizing certain metrics and gathering operating system information it can be determined if a file is a version or duplicate of another file on the system. In a software development environment, knowing what files are versions of other files would be beneficial in many areas. It would help a manager estimate the amount of code that needs to be modified in a reengineering project. When comparing files to a software reuse library, the amount of reuse can be measured. If a survey is being done on the entire contents of the computer's file system, then all code for a variety of programming languages can be located and the amount of new and reused code can be quantified. The authors present a description of the metrics, how they are collected, and the results of processing a large number of files using the metrics.","0730-3157","0-7695-0368-3","10.1109/CMPSAC.1999.812726","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=812726","","Computer networks;Distributed computing;Software performance;Operating systems;Project management;Libraries;File systems;Computer languages;White spaces;Testing","","","","2","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"A Source Code Similarity System for Plagiarism Detection","Z. Đurić; D. Gašević",NA; NA,The Computer Journal,"18 Jan 2018","2013","56","1","70","86","Source code plagiarism is an easy to do task, but very difficult to detect without proper tool support. Various source code similarity detection systems have been developed to help detect source code plagiarism. Those systems need to recognize a number of lexical and structural source code modifications. For example, by some structural modifications (e.g. modification of control structures, modification of data structures or structural redesign of source code) the source code can be changed in such a way that it almost looks genuine. Most of the existing source code similarity detection systems can be confused when these structural modifications have been applied to the original source code. To be considered effective, a source code similarity detection system must address these issues. To address them, we designed and developed the source code similarity system for plagiarism detection. To demonstrate that the proposed system has the desired effectiveness, we performed a well-known conformism test. The proposed system showed promising results as compared with the JPlag system in detecting source code similarity when various lexical or structural modifications are applied to plagiarized code. As a confirmation of these results, an independent samples t-test revealed that there was a statistically significant difference between average values of F-measures for the test sets that we used and for the experiments that we have done in the practically usable range of cut-off threshold values of 35–70%.","1460-2067","","10.1093/comjnl/bxs018","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8226597","algorithms;plagiarism;similarity detection;software;source code","","","21","","","","18 Jan 2018","","","OUP","OUP Journals"
"Forecasting e-Journal Unique Visitors using Smoothed Long Short-Term Memory","A. P. Wibawa; R. R. Ula; A. B. P. Utama; M. Y. Chuttur; A. Pranolo; Haviluddin","Department of Electrical Engineering, Universitas Negeri Malang, Malang, Indonesia; Department of Electrical Engineering, Universitas Negeri Malang, Malang, Indonesia; Department of Electrical Engineering, Universitas Negeri Malang, Malang, Indonesia; Department of Software and Information Systems, University of Mauritius, Reduit, Mauritius; Department of Informatics, Universitas Ahmad Dahlan, Yogyakarta, Indonesia; Department of Computer Science, Universitas Mulawarman, Samarinda, Indonesia","2021 7th International Conference on Electrical, Electronics and Information Engineering (ICEEIE)","30 Nov 2021","2021","","","609","613","The number of unique visitors every day can be used as a benchmark to assess the success of an electronic journal. Unique visitors are visitors who use one IP in a certain period. With an increasing number of unique visitors every day, it can be inferred that scientific periodicals are increasingly in demand by the wider community, affecting the breadth of distribution and speeding up the journal accreditation system. Therefore, a model that can predict the number of unique visitors in electronic journals in the future can be beneficial for journal administrators. This paper evaluates Long Short-Term Memory (LSTM) performance when predicting the next day’s (T+1) time series for the number of unique visitors to an e-Journal website. The unique visitor data sample used was from January 1, 2018, to December 31, 2018. The distribution of data testing and training used was 80% and 20%. The data quality has been improved by smoothing the input data using exponential, mean, and median smoothing. The evaluation results show that the architecture with the best performance is model 2, namely the model mean + LSTM architecture 1-5-1 with a learning rate of 0.2 and a MAPE value of 0.08098. Therefore, we conclude that data smoothing with mean smoothing can improve Long Short-Term Memory performance for unique website visitor forecasting.","","978-1-6654-3232-0","10.1109/ICEEIE52663.2021.9616628","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9616628","forecasting;unique visitors;e-journal;long short-term memory;data smoothing","Training;Smoothing methods;Data integrity;Time series analysis;Neural networks;Predictive models;Benchmark testing","","","","25","IEEE","30 Nov 2021","","","IEEE","IEEE Conferences"
"Automated software diversity for hardware fault detection","G. Gaiswinkler; A. Gerstinger","Elektrobit Austria GmbH, Vienna, Austria; Institute of Computer Technology, University of Technology, Vienna, Vienna, Austria",2009 IEEE Conference on Emerging Technologies & Factory Automation,"4 Dec 2009","2009","","","1","7","Software in dependable systems must be able to tolerate or detect faults in the underlying infrastructure, such as the hardware. This paper presents a cost efficient automated method how register faults in the microprocessor can be detected during execution. This is done with the help of using compiler options to generate diverse binaries. The efficacy of this approach has been analyzed with the help of a CPU emulator, which was modified exactly for this purpose. The promising results show, that by using this approach, it is possible to automatically detect the vast majority of the injected register faults. In our simulations, two diverse versions have-despite of experiencing the same fault during execution - never delivered the same incorrect result, so we could detect all injected faults.","1946-0759","978-1-4244-2727-7","10.1109/ETFA.2009.5347167","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5347167","","Hardware;Fault detection;Testing;Program processors;Application software;Microprocessors;Registers;Optimizing compilers;Optimization methods;Software systems","","10","","10","IEEE","4 Dec 2009","","","IEEE","IEEE Conferences"
