"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Crowdsourced Test Report Prioritization Based on Text Classification","Y. Yang; X. Chen","School of Computer Science, Hangzhou Dianzi University, Hangzhou, China; School of Computer Science, Hangzhou Dianzi University, Hangzhou, China","IEEE Access","12 Sep 2022","2022","10","","92692","92705","In crowdsourced testing, crowd workers from different places help developers conduct testing and submit test reports for the observed abnormal behaviors. Developers manually inspect each test report and make an initial decision for the potential bug. However, due to the poor quality, test reports are handled extremely slowly. Meanwhile, due to the limitation of resources, some test reports are not handled at all. Therefore, some researchers attempt to resolve the problem of test report prioritization and have proposed many methods. However, these methods do not consider the impact of duplicate test reports. In this paper, we focus on the problem of test report prioritization and present a new method named DivClass by combining a diversity strategy and a classification strategy. First, we leverage Natural Language Processing (NLP) techniques to preprocess crowdsourced test reports. Then, we build a similarity matrix by introducing an asymmetric similarity computation strategy. Finally, we combine the diversity strategy and the classification strategy to determine the inspection order of test reports. To validate the effectiveness of DivClass, experiments are conducted on five crowdsourced test report datasets. Experimental results show that DivClass achieves 0.8887 in terms of APFD (Average Percentage of Fault Detected) and improves the state-of-the-art technique DivRisk by 14.12% on average. The asymmetric similarity computation strategy can improve DivClass by 4.82% in terms of APFD on average. In addition, empirical results show that DivClass can greatly reduce the number of inspected test reports.","2169-3536","","10.1109/ACCESS.2021.3128726","Science and Technology of Zhejiang Province(grant numbers:LY21F020020); National Natural Science Foundation of China(grant numbers:61902096); Key Project of Science and Technology of Zhejiang Province(grant numbers:2017C01010); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9617598","Crowdsourced testing;test report prioritization;text classification;diversity strategy;asymmetric similarity","Computer bugs;Diversity reception;Software;Inspection;Task analysis;Software testing;Smart phones","inspection;natural language processing;pattern classification;program debugging;program testing;text analysis","asymmetric similarity computation strategy;crowdsourced test report datasets;inspected test reports;crowdsourced test report prioritization;crowdsourced testing;duplicate test reports;crowdsourced test reports","","","","43","CCBY","16 Nov 2021","","","IEEE","IEEE Journals"
"Hashing Fuzzing: Introducing Input Diversity to Improve Crash Detection","H. D. Menendez; D. Clark","Computer Science Department, Middlesex University London, London, U.K.; Computer Science Department, University College London, London, U.K.","IEEE Transactions on Software Engineering","16 Sep 2022","2022","48","9","3540","3553","The utility of a test set of program inputs is strongly influenced by its diversity and its size. Syntax coverage has become a standard proxy for diversity. Although more sophisticated measures exist, such as proximity of a sample to a uniform distribution, methods to use them tend to be type dependent. We use r-wise hash functions to create a novel, semantics preserving, testability transformation for C programs that we call HashFuzz. Use of HashFuzz improves the diversity of test sets produced by instrumentation-based fuzzers. We evaluate the effect of the HashFuzz transformation on eight programs from the Google Fuzzer Test Suite using four state-of-the-art fuzzers that have been widely used in previous research. We demonstrate pronounced improvements in the performance of the test sets for the transformed programs across all the fuzzers that we used. These include strong improvements in diversity in every case, maintenance or small improvement in branch coverage – up to 4.8 perent improvement in the best case, and significant improvement in unique crash detection numbers – between 28 to 97 perent increases compared to test sets for untransformed programs.","1939-3520","","10.1109/TSE.2021.3100858","Nvidia; Engineering and Physical Sciences Research Council(grant numbers:InfoTestSS EP/P005888/1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9502543","System testing;fuzz testing;HashFuzz;universal hashing","Instruments;Hash functions;Testing;Software;System testing;Fuzzing;Generators","C language;computational linguistics;cryptography;fuzzy set theory;program testing;software maintenance","hashing fuzzing;input diversity;test set;program inputs;syntax coverage;standard proxy;r-wise hash functions;testability transformation;C programs;HashFuzz transformation;Google fuzzer test suite;state-of-the-art fuzzers;transformed programs;unique crash detection numbers;untransformed programs;instrumentation based fuzzers;uniform distribution","","2","","60","IEEE","30 Jul 2021","","","IEEE","IEEE Journals"
"An Automated Framework for Cost Reduction of Mutation Testing Based on Program Similarity","G. F. Guarnieri; A. V. Pizzoleto; F. C. Ferrari","Federal University of São Carlos, Sorocaba, SP, Brazil; Federal University of São Carlos, São Carlos, SP, Brazil; Federal University of São Carlos, São Carlos, SP, Brazil","2022 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)","8 Jun 2022","2022","","","179","188","This paper presents an implementation and assessment of a framework named SiMut. The framework was introduced in a previous paper with the objective of helping reducing the cost for testing a program based on groups of similar programs previously tested with mutation. The implementation presented in the paper handles Java programs and includes a set of variants that relate to three types of program abstraction (original source code, processed source code, and internal complexity metrics), three similarity calculation strategies (clustering, information diversity, and plagiarism), and one mutation cost reduction approach (inspired by the One-Op mutation technique). Our evaluation encompasses 20 variant combinations, also referred to as SiMut configurations, and 35 small Java programs. A cross-comparison involving the formed clusters and a comparison with randomly formed clusters points to configurations that tend to reach high effectiveness in foreseeing the best mutation operators for untested programs.","2159-4848","978-1-6654-9628-5","10.1109/ICSTW55395.2022.00041","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior; Fundação de Amparo à Pesquisa do Estado de São Paulo; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9787949","mutation testing;cost reduction;program similarity","Software testing;Measurement;Java;Costs;Codes;Conferences;Plagiarism","cost reduction;Java;program testing;source code (software)","SiMut configurations;Java programs;program similarity;program abstraction;source code;internal complexity metrics;mutation cost reduction;mutation testing;similarity calculation","","","","31","IEEE","8 Jun 2022","","","IEEE","IEEE Conferences"
"Including Everyone, Everywhere: Understanding Opportunities and Challenges of Geographic Gender-Inclusion in OSS","G. A. A. Prana; D. Ford; A. Rastogi; D. Lo; R. Purandare; N. Nagappan","School of Computing and Information Systems, Singapore Management University, Singapore, Singapore; Software Analysis and Intelligence, Microsoft Research, Redmond, WA, USA; Faculty of Science and Engineering, University of Groningen, Groningen, The Netherlands; School of Computing and Information Systems, Singapore Management University, Singapore, Singapore; Computer Science and Engineering, Indraprastha Institute of Information Technology, New Delhi, Delhi, India; Testing, Verification and Measurement Research, Microsoft Research, Redmond, WA, USA","IEEE Transactions on Software Engineering","16 Sep 2022","2022","48","9","3394","3409","The gender gap is a significant concern facing the software industry as the development becomes more geographically distributed. Widely shared reports indicate that gender differences may be specific to each region. However, how complete can these reports be with little to no research reflective of the Open Source Software (OSS) process and communities software is now commonly developed in? Our study presents a multi-region geographical analysis of gender inclusion on GitHub. This mixed-methods approach includes quantitatively investigating differences in gender inclusion in projects across geographic regions and investigate these trends over time using data from contributions to 21,456 project repositories. We also qualitatively understand the unique experiences of developers contributing to these projects through a survey that is strategically targeted to developers in various regions worldwide. Our findings indicate that gender diversity is low across all parts of the world, with no substantial difference across regions. However, there has been statistically significant improvement in diversity worldwide since 2014, with certain regions such as Africa improving at faster pace. We also find that most motivations and barriers to contributions (e.g., lack of resources to contribute and poor working environment) were shared across regions, however, some insightful differences, such as how to make projects more inclusive, did arise. From these findings, we derive and present implications for tools that can foster inclusion in open source software communities and empower contributions from everyone, everywhere.","1939-3520","","10.1109/TSE.2021.3092813","Research Lab for Intelligent Software Engineering; School of Computing and Information Systems; Singapore Management University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9466393","Inclusion;OSS;software engineering;empirical studies;GitHub;diversity;gender;geographic regions","Gender issues;Software development management;Open source software;Software engineering;Europe;Toy manufacturing industry;Industries","DP industry;gender issues;public domain software","OSS;multiregion geographical analysis;gender inclusion;mixed-methods approach;geographic regions;gender diversity;statistically significant improvement;open source software communities;geographic gender-inclusion;gender gap;software industry;gender differences;GitHub","","7","","81","IEEE","28 Jun 2021","","","IEEE","IEEE Journals"
"Black-Box Testing of Deep Neural Networks Through Test Case Diversity","Z. Aghababaeyan; M. Abdellatif; L. Briand; R. S; M. Bagherzadeh","School of EECS, University of Ottawa, Ottawa, Canada; School of EECS, University of Ottawa, Ottawa, Canada; School of EECS, University of Ottawa, Ottawa, Canada; Department of Research and Development, General Motors, Warren, MI, USA; School of EECS, University of Ottawa, Ottawa, Canada","IEEE Transactions on Software Engineering","","2023","PP","99","1","26","Deep Neural Networks (DNNs) have been extensively used in many areas including image processing, medical diagnostics and autonomous driving. However, DNNs can exhibit erroneous behaviours that may lead to critical errors, especially when used in safety-critical systems. Inspired by testing techniques for traditional software systems, researchers have proposed neuron coverage criteria, as an analogy to source code coverage, to guide the testing of DNNs. Despite very active research on DNN coverage, several recent studies have questioned the usefulness of such criteria in guiding DNN testing. Further, from a practical standpoint, these criteria are white-box as they require access to the internals or training data of DNNs, which is often not feasible or convenient. Measuring such coverage requires executing DNNs with candidate inputs to guide testing, which is not an option in many practical contexts. In this paper, we investigate diversity metrics as an alternative to white-box coverage criteria. For the previously mentioned reasons, we require such metrics to be black-box and not rely on the execution and outputs of DNNs under test. To this end, we first select and adapt three diversity metrics and study, in a controlled manner, their capacity to measure actual diversity in input sets. We then analyze their statistical association with fault detection using four datasets and five DNNs. We further compare diversity with state-of-the-art white-box coverage criteria. As a mechanism to enable such analysis, we also propose a novel way to estimate fault detection in DNNs. Our experiments show that relying on the diversity of image features embedded in test input sets is a more reliable indicator than coverage criteria to effectively guide DNN testing. Indeed, we found that one of our selected black-box diversity metrics far outperforms existing coverage criteria in terms of fault-revealing capability and computational time. Results also confirm the suspicions that state-of-the-art coverage criteria are not adequate to guide the construction of test input sets to detect as many faults as possible using natural inputs.","1939-3520","","10.1109/TSE.2023.3243522","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10041782","Coverage;deep neural network;diversity;faults;test","Measurement;Testing;Feature extraction;Closed box;Fault detection;Neurons;Computational modeling","","","","","","","CCBY","9 Feb 2023","","","IEEE","IEEE Early Access Articles"
"Prefilter: A Fault Localization Method using Unlabelled Test Cases based on K-Means Clustering and Similarity","D. An; S. Wang; L. Zhu; X. Yang; X. Yan","School of Reliability and System Engineering, Beihang University, Beijing, China; School of Reliability and System Engineering, Beihang University, Beijing, China; School of Reliability and System Engineering, Beihang University, Beijing, China; School of Reliability and System Engineering, Beihang University, Beijing, China; Nanjing Research Institute of Electronic Engineering, Nanjing, China","2022 IEEE 22nd International Conference on Software Quality, Reliability, and Security Companion (QRS-C)","30 Mar 2023","2022","","","263","269","Current research begins to apply unlabelled test cases to fault localization. However, in these methods, the labeled test cases randomly selected as the basis for fault localization cannot cover enough execution information, which will reduce fault localization efficiency. In this paper, a method based on K-Means clustering and similarity is proposed. At the beginning of the test, K-Means clustering is performed on the test case suite and the test cases filtered can cover more execution information. Next, for the test cases with failed execution results, the test cases with similar execution information are filtered to better highlight the fault information in the failed test cases. Experiments on Defects4J datasets show that the proposed method can be combined with other technologies to improve their efficiency, and the proposed method also has good compatibility with traditional software fault localization algorithms. The average improvement reached 13.37% in 8 scenarios.","2693-9371","979-8-3503-1991-0","10.1109/QRS-C57518.2022.00046","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10076948","Fault localization;Software debugging;Unlabelled test cases;K-Means clustering;similarity;Test oracle","Location awareness;Software algorithms;Clustering algorithms;Software quality;Filtering algorithms;Information filters;Software reliability","","","","","","16","IEEE","30 Mar 2023","","","IEEE","IEEE Conferences"
"Fast Test Generation for Structurally Similar Circuits","J. Joe; N. Mukherjee; I. Pomeranz; J. Rajski","School of Electrical & Computer Engg., Purdue University, W. Lafayette, IN, USA; Siemens Digital Industries Software, Wilsonville, OR, USA; School of Electrical & Computer Engg., Purdue University, W. Lafayette, IN, USA; Siemens Digital Industries Software, Wilsonville, OR, USA","2022 IEEE 40th VLSI Test Symposium (VTS)","15 Jun 2022","2022","","","1","7","This paper describes a fast test generation process for digital circuits that exhibit extensive structural similarity. The property of structural similarity can be seen in circuits that are subjected to engineering change order (ECO), circuits that are modified during place and route, circuits subjected to retiming, and circuits with multiple similar cores. The goal of the paper is to determine the testability of a circuit (circuit2) given a test set for a structurally similar circuit (circuit1). This is achieved by transforming a test set generated for circuit1 into a test set for circuit2 as efficiently as possible, without repeating the entire test generation process. The process described in the paper starts with a structural analysis of circuit1 and circuit2 to obtain a mapping between their inputs and outputs. The mapping is used for transforming test patterns from circuit1 into test patterns for circuit2. The experiments conducted on industrial designs show an average of more than 10-fold reduction in runtime, compared with running the entire test generation process for circuit2.","2375-1053","978-1-6654-1060-1","10.1109/VTS52500.2021.9794232","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9794232","","Runtime;Very large scale integration;Test pattern generators;Digital circuits","automatic test pattern generation;integrated circuit testing","structurally similar circuit;fast test generation process;digital circuits;extensive structural similarity;multiple similar cores;test set;structural analysis;engineering change order;circuit testability;ECO","","2","","25","IEEE","15 Jun 2022","","","IEEE","IEEE Conferences"
"The Human Side of Software Engineering Teams: An Investigation of Contemporary Challenges","M. Hoffmann; D. Mendez; F. Fagerholm; A. Luckhardt","QualityMinds GmbH, Nürnberg, Germany; Blekinge Institute of Technology, Karlskrona, Sweden; Aalto University, Espoo, Finland; Technical University of Munich, München, Germany","IEEE Transactions on Software Engineering","6 Jan 2023","2023","49","1","211","225","Context: There have been numerous recent calls for research on the human side of software engineering and its impact on various factors such as productivity, developer happiness and project success. An analysis of which challenges in software engineering teams are most frequent is still missing. As teams are more international, it is more frequent that their members have different human values as well as different communication habits. Additionally, virtual team setups (working geographically separated, remote communication using digital tools and frequently changing team members) are increasingly prevalent. Objective: We aim to provide a starting point for a theory about contemporary human challenges in teams and their causes in software engineering. To do so, we look to establish a reusable set of challenges and start out by investigating the effect of team virtualization. Virtual teams often use digital communication and consist of members with different nationalities that may have more divergent human values due to cultural differences compared to single nationality teams. Method: We designed a survey instrument and asked respondents to assess the frequency and criticality of a set of challenges, separated in context ”within teams” as well as ”between teams and clients”, compiled from previous empirical work, blog posts, and pilot survey feedback. For the team challenges, we asked if mitigation measures were already in place to tackle the challenge. Respondents were also asked to provide information about their team setup. The survey included the Personal Value Questionnaire to measure Schwartz human values. Finally, respondents were asked if there were additional challenges at their workplace. The survey was first piloted and then distributed to professionals working in software engineering teams via social networking sites and personal business networks. Result: In this article, we report on the results obtained from 192 respondents. We present a set of challenges that takes the survey feedback into account and introduce two categories of challenges; ”interpersonal” and ”intrapersonal”. We found no evidence for links between human values and challenges. We found some significant links between the number of distinct nationalities in a team and certain challenges, with less frequent and critical challenges occurring if 2-3 different nationalities were present compared to a team having members of just one nationality or more than three. A higher degree of virtualization seems to increase the frequency of some human challenges, which warrants further research about how to improve working processes when teams work from remote or in a distributed fashion. Conclusion: We present a set of human challenges in software engineering that can be used for further research on causes and mitigation measures, which serves as our starting point for a theory about causes of contemporary human challenges in software engineering teams. We report on evidence that a higher degree of virtualization of teams leads to an increase of certain challenges. This warrants further research to gather more evidence and test countermeasures, such as whether the employment of virtual reality software incorporating facial expressions and movements can help establish a less detached way of communication.","1939-3520","","10.1109/TSE.2022.3148539","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9706331","Software engineering;human challenges;virtual teams;human values;diversity;survey research","Software engineering;Software;Virtualization;Virtual groups;Cultural differences;Human factors;Productivity","behavioural sciences;cultural aspects;groupware;human computer interaction;human factors;organisational aspects;social networking (online);software engineering;software prototyping;team working;virtual reality;Web sites","2-3 different nationalities;contemporary challenges;contemporary human challenges;different human values;divergent human values;frequent challenges;nationality teams;Schwartz human values;software engineering teams;team challenges;team members;team setup;team virtualization;virtual team setups;virtual teams","","","","56","IEEE","7 Feb 2022","","","IEEE","IEEE Journals"
"Evaluating Software Diversity Based on Gadget Feature Analysis","G. Xie; G. Cheng; H. Liang; Q. Wang; B. He","Information Engineering University, Zhengzhou, China; Information Engineering University, Zhengzhou, China; Information Engineering University, Zhengzhou, China; Information Engineering University, Zhengzhou, China; Information Engineering University, Zhengzhou, China","2022 IEEE 8th International Conference on Computer and Communications (ICCC)","20 Mar 2023","2022","","","1656","1660","Evaluating the security gains brought by software diversity is one key issue of software diversity research, but the existing software diversity evaluation methods are generally based on conventional code features and are relatively single, which are difficult to accurately reflect the security gains brought by software diversity. To solve these problems, from the perspective of return-oriented programming (ROP) attack, we present a software diversity evaluation method which integrates metrics for the quality and distribution of gadgets. Based on the proposed evaluation method and SpiderMonkey JavaScript engine, we implement a software diversity evaluation system for compiled languages and script languages. Diversity techniques with different granularities are used to test. The evaluation results show that the proposed evaluation method can accurately and comprehensively reflect the security gains brought by software diversity.","","978-1-6654-5051-5","10.1109/ICCC56324.2022.10065871","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10065871","software diversity;security gain;code reuse attack;gadget feature;JavaScript engine","Codes;Diversity methods;Gain measurement;Programming;Software;Security;Software measurement","","","","","","15","IEEE","20 Mar 2023","","","IEEE","IEEE Conferences"
"Software Defect Evaluation Methods for Embedded Real-Time Control System Based on Transfer Learning","X. Han; M. Bian; Z. Wu","China Electronic Product Reliability and Environmental Testing Research Institute, The fifth electronic research institute of MIIT, Guangzhou, China; China Electronic Product Reliability and Environmental Testing Research Institute, The fifth electronic research institute of MIIT, Guangzhou, China; China Electronic Product Reliability and Environmental Testing Research Institute, The fifth electronic research institute of MIIT, Guangzhou, China","2022 14th International Conference on Measuring Technology and Mechatronics Automation (ICMTMA)","7 Mar 2022","2022","","","247","255","In order to reduce the impact of environmental changes on software defect evaluation, an embedded real-time control system software defect evaluation method based on transfer learning is proposed. Firstly, the defect software measurement index is selected. On this basis, the relevant index features are divided into the same cluster by using the feature clustering technology. According to the distribution similarity of the features between the two items, the relevant features are found and the features with large distribution differences are removed. Select high-quality features from the source project to build the training data set, and select better evaluation data from the source project through weight adjustment to realize the accurate evaluation of software defects. The mapping results have clear objectives, and the error rate of the evaluation results of the design method is within 8.7, which has a good evaluation effect.","2157-1481","978-1-6654-9978-1","10.1109/ICMTMA54903.2022.00055","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9723949","transfer learning;embedded real-time control system;defect assessment;measurement index;clustering technology;distribution similarity","Training;Software testing;Correlation;Error analysis;Transfer learning;Training data;Software","control engineering computing;learning (artificial intelligence);pattern clustering;software maintenance","embedded real-time control system;transfer learning;environmental changes;real-time control system software defect evaluation method;defect software measurement index;index features;feature clustering technology","","","","20","IEEE","7 Mar 2022","","","IEEE","IEEE Conferences"
"Implementation of Semantic Textual Similarity between Requirement Specification and Use Case Description Using WUP Method (Case Study: Sipjabs Application)","E. J. Sari; Y. Priyadi; R. R. Riskiana","Department of Informatics, Telkom University, Bandung, Indonesia; Department of Software Engineering, Telkom University, Bandung, Indonesia; Department of Software Engineering, Telkom University, Bandung, Indonesia","2022 IEEE World AI IoT Congress (AIIoT)","13 Jul 2022","2022","","","681","687","The SRS used in this study is an application called “Sipjabs”. This application processes data regarding the position of human resources to meet the needs of a company. This research aims to implement semantic textual similarity in software requirements specification through functional requirements with use case diagrams using the Wu Palmer (WUP) method in finding semantics. This research method is presented in a flow chart consisting of three main activities: research object analysis, semantic textual similarity, and validity and reliability testing. In this research, an extraction process for the Requirement Specification has been produced, divided into five documents: FR01, FR02, FR03, FR04, FR05. Then the steps performed in the use case description are divided into UD01, UD02, UD03, UD04, UD05. The highest similarity value is found in documents UD03 and FR03, where the number of similarities is 0.626640. In addition, the highest score of the sentence that has been calculated using the Wu Palmer concept is 0.8000, which is found in the words “page” and “user”. The highest kappa value with Gwet's AC1 formula is 0.02547770700636931, which means “Fair Agreement”. For the results of the calculation of the questionnaire filled in by the expert, namely 0.82022, which means “Almost Perfect”.","","978-1-6654-8453-4","10.1109/AIIoT54504.2022.9817311","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9817311","Semantic Textual Similarity;Requirement Specification;Use Case Description","Semantics;Companies;Software;Software reliability;Artificial intelligence;Testing","formal specification;natural language processing;semantic Web;text analysis","FR02;FR03;FR04;FR05;use case description;UD01;UD02;UD04;UD05;highest similarity value;documents UD03;semantic textual similarity;Requirement Specification;WUP method;Sipjabs application;software requirements specification;functional requirements;use case diagrams;Wu Palmer method;semantics;research object analysis;FR01","","4","","26","IEEE","13 Jul 2022","","","IEEE","IEEE Conferences"
"Search-based Diverse Sampling from Real-world Software Product Lines","Y. Xiang; H. Huang; Y. Zhou; S. Li; C. Luo; Q. Lin; M. Li; X. Yang","South China University of Technology, Guangzhou, China; South China University of Technology, Guangzhou, China; School of Computer Science and Engineering, Sun Yat-Sen University, Guangzhou, China; South China University of Technology, Guangzhou, China; Microsoft Research, Beijing, China; Microsoft Research, Beijing, China; University of Birmingham, Birmingham, UK; South China University of Technology, Guangzhou, China","2022 IEEE/ACM 44th International Conference on Software Engineering (ICSE)","20 Jun 2022","2022","","","1945","1957","Real-world software product lines (SPLs) often encompass enormous valid configurations that are impossible to enumerate. To understand properties of the space formed by all valid configurations, a feasible way is to select a small and valid sample set. Even though a number of sampling strategies have been proposed, they either fail to produce diverse samples with respect to the number of selected features (an important property to characterize behaviors of configurations), or achieve diverse sampling but with limited scalability (the handleable configuration space size is limited to 1013). To resolve this dilemma, we propose a scalable diverse sampling strategy, which uses a distance metric in combination with the novelty search algorithm to produce diverse samples in an incremental way. The distance metric is carefully designed to measure similarities between configurations, and further diversity of a sample set. The novelty search incrementally improves diversity of samples through the search for novel configurations. We evaluate our sampling algorithm on 39 real-world SPLs. It is able to generate the required number of samples for all the SPLs, including those which cannot be counted by sharpSAT, a state-of-the-art model counting solver. Moreover, it performs better than or at least competitively to state-of-the-art samplers regarding diversity of the sample set. Experimental results suggest that only the proposed sampler (among all the tested ones) achieves scalable diverse sampling.","1558-1225","978-1-4503-9221-1","10.1145/3510003.3510053","National Natural Science Foundation of China(grant numbers:61906069,61876207); Science and Technology Program of Guangzhou(grant numbers:202002030355,201802010007); Fundamental Research Funds for the Central Universities(grant numbers:2020ZYGXZR014); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9794052","Software product lines;diverse sampling;novelty search;distance metric","Measurement;Scalability;Software algorithms;Search problems;Prediction algorithms;Software;Behavioral sciences","sampling methods;search problems;software product lines","real-world software product lines;small sample set;valid sample set;handleable configuration space size;scalable diverse sampling strategy;search-based diverse sampling;distance metric;sharpSAT","","","","57","","20 Jun 2022","","","IEEE","IEEE Conferences"
"Comparing Input Prioritization Techniques for Testing Deep Learning Algorithms","V. Mosin; M. Staron; D. Durisic; F. G. d. O. Neto; S. K. Pandey; A. C. Koppisetty","Research & Development, Volvo Cars, Gothenburg, Sweden; Dept. of CSE Chalmers, University of Gothenburg, Sweden; Research & Development, Volvo Cars, Gothenburg, Sweden; Dept. of CSE Chalmers, University of Gothenburg, Sweden; Dept. of CSE Chalmers, University of Gothenburg, Sweden; Research & Development, Volvo Cars, Gothenburg, Sweden","2022 48th Euromicro Conference on Software Engineering and Advanced Applications (SEAA)","16 Jan 2023","2022","","","76","83","Deep learning (DL) systems are becoming an essential part of software systems, so it is necessary to test them thoroughly. This is a challenging task since the test sets can grow over time as the new data is being acquired, and it becomes time-consuming. Input prioritization is necessary to reduce the testing time since prioritized test inputs are more likely to reveal the erroneous behavior of a DL system earlier during test execution. Input prioritization approaches have been rudimentary analyzed against each other, this study compares different input prioritization techniques regarding their effectiveness and efficiency. This work considers surprise adequacy, autoencoder-based, and similarity-based input prioritization approaches in the example of testing a DL image classification algorithms applied on MNIST, Fashion-MNIST, CIFAR-10, and STL-10 datasets. To measure effectiveness and efficiency, we use a modified APFD (Average Percentage of Fault Detected), and set up & execution time, respectively. We observe that the surprise adequacy is the most effective (0.785 to 0.914 APFD). The autoencoder-based and similarity-based techniques are less effective, with the performance from 0.532 to 0.744 APFD and 0.579 to 0.709 APFD, respectively. In contrast, the similarity-based and surprise adequacy-based approaches are the most and least efficient, respectively. The findings in this work demonstrate the trade-off between the considered input prioritization techniques to understanding their practical applicability for testing DL algorithms.","","978-1-6654-6152-8","10.1109/SEAA56994.2022.00020","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10011200","test prioritization;deep learning;diversity-based testing","Deep learning;Fault detection;Software algorithms;Software systems;Time measurement;Classification algorithms;Task analysis","deep learning (artificial intelligence);image classification;program testing","APFD;autoencoder-based techniques;average percentage of fault detected;CIFAR-10;deep learning algorithms;DL algorithms;DL image classification algorithms;Fashion-MNIST;MNIST;similarity-based input prioritization;software systems;STL-10 datasets;surprise adequacy-based approaches","","","","31","IEEE","16 Jan 2023","","","IEEE","IEEE Conferences"
"How to Debug Inclusivity Bugs? A Debugging Process with Information Architecture","M. Guizani; I. Steinmacher; J. Emard; A. Fallatah; M. Burnett; A. Sarma","Oregon State University, Corvallis, Oregon, USA; Oregon State University, Corvallis, Oregon, USA; Northern Arizona University, Flagstaff, AZ, USA; Oregon State University, Corvallis, Oregon, USA; Oregon State University, Corvallis, Oregon, USA; Oregon State University, Corvallis, Oregon, USA","2022 IEEE/ACM 44th International Conference on Software Engineering: Software Engineering in Society (ICSE-SEIS)","20 Jun 2022","2022","","","90","101","Although some previous research has found ways to find inclusivity bugs (biases in software that introduce inequities), little attention has been paid to how to go about fixing such bugs. Without a process to move from finding to fixing, acting upon such findings is an ad-hoc activity, at the mercy of the skills of each individual developer. To address this gap, we created Why/Where/Fix, a systematic inclusivity debugging process whose inclusivity fault localization harnesses Information Architecture(IA)-the way user-facing information is organized, structured and labeled. We then conducted a multi-stage qualitative empirical evaluation of the effectiveness of Why/Where/Fix, using an Open Source Software (OSS) project's infrastructure as our setting. In our study, the OSS project team used the Why/Where/Fix process to find inclusivity bugs, localize the IA faults behind them, and then fix the IA to remove the inclusivity bugs they had found. Our results showed that using Why/Where/Fix reduced the number of inclusivity bugs that OSS newcomer participants experienced by 90%. Diverse teams have been shown to be more productive as well as more innovative. One form of diversity, cognitive diversity - differences in cognitive styles - helps generate diversity of thoughts. However, cognitive diversity is often not supported in software tools. This means that these tools are not inclusive of individuals with different cognitive styles (e.g., those who like to learn through process vs. those who learn by tinkering), which burdens these individuals with a cognitive “tax” each time they use the tool. In this work, we present an approach that enables software developers to: (1) evaluate their tools, especially those that are information-heavy, to find “inclusivity bugs”- cases where diverse cognitive styles are unsupported, (2) find where in the tool these bugs lurk, and (3) fix these bugs. Our evaluation in an open source project shows that by following this approach developers were able to reduce inclusivity bugs in their projects by 90%.","","978-1-6654-9594-3","10.1145/3510458.3513009","National Science Foundation(grant numbers:1901031,2042324,2008089); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9794009","Diversity;Information Architecture;Open Source;Inclusivity Bugs","Location awareness;Systematics;Computer bugs;Sociology;Debugging;Statistics;Software tools","cognition;computer aided instruction;groupware;program debugging;program testing;public domain software;software development management;software engineering;software quality","systematic inclusivity debugging process;inclusivity fault;Open Source Software project;debug inclusivity bugs","","","","67","IEEE","20 Jun 2022","","","IEEE","IEEE Conferences"
