"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Towards a zero-defect product-the End-To-End test process","R. K. Prasad","AT&T Bell Labs., USA","Proceedings of 1994 1st International Conference on Software Testing, Reliability and Quality Assurance (STRQA'94)","6 Aug 2002","1994","","","137","147","The competitive market place today demands the best of everything-quality, cost and schedule. The ontime delivery of an error-free product at minimal cost are standards that demanding customers expect and good suppliers continually strive to meet. It is no easy task to strike an effective balance where quality is accomplished without sacrificing schedules and incurring unplanned costs-and to do so consistently, release after release. There is no silver bullet. However, there is a great deal of merit to establishing a well thought out process before-hand, planning the product release steps carefully, and monitoring and controlling the entire release cycle with discipline. I propose to share, from a tester point of view, the approach and experiences from the ontime, at-budget, zero defect delivery of one software development project-approximately 400,000 lines of code, with a very large and diverse customer base. In my opinion, the apriori definition and, more importantly, the buy-in from all the players in the project for the End-to-End test process and the disciplined release management of the project contributed significantly to the success story for this software project.","","0-7803-2608-3","10.1109/STRQA.1994.526399","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=526399","","System testing;Software testing;Costs;Programming;Systems engineering and theory;Project management;Silver;Process planning;Monitoring;Quality assurance","software development management;project management;program testing;software quality;software cost estimation","zero-defect product;End-To-End test process;competitive market place;software quality;software project cost;schedule;product release steps;software development project;release management","","1","","11","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Looking for Patterns in Code Bad Smells Relations","B. Walter; P. Martenka","Inst. of Comput. Sci., Poznan Univ. of Technol., Poznan, Poland; Inst. of Comput. Sci., Poznan Univ. of Technol., Poznan, Poland","2011 IEEE Fourth International Conference on Software Testing, Verification and Validation Workshops","14 Jul 2011","2011","","","465","466","Code smells are the named design anomalies that indicate to a need for refactoring. Due to their diverse and ambiguous nature, their identification in code requires complex methods. In the paper we formulate a hypothesis that some smells make associations that are repeatable and can be treated as patterns. We present also early results of investigation of two Large Class-related patterns.","","978-0-7695-4345-1","10.1109/ICSTW.2011.89","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5954448","code smell;refactoring patterns","Measurement;Software;Publishing;Software reliability;Taxonomy;Software engineering;Programming","software maintenance","code bad smell relation;software refactoring;code pattern","","1","","10","","14 Jul 2011","","","IEEE","IEEE Conferences"
"Testing Cyber-Physical Systems via Evolutionary Algorithms and Machine Learning","S. Nejati",University of Luxembourg,"2019 IEEE/ACM 12th International Workshop on Search-Based Software Testing (SBST)","26 Aug 2019","2019","","","1","1","Cyber-Physical Systems (CPS) are systems or systems of systems made up of collaborating computational elements that control physical entities. CPS are developed in diverse domains ranging from automotive and aerospace to medical systems. This keynote argues that search-based techniques are a suitable match for testing CPS as they can handle complex continuous behaviors, scale to large test input spaces and are applicable to black-box systems such as physics-based simulators used in CPS development. In addition, the keynote demonstrates how search-based techniques can be flexibly combined with machine learning to improve search effectiveness and extend test results with explanatory information.","","978-1-7281-2233-5","10.1109/SBST.2019.00008","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8812192","cyber-physical systems;meta-heuristic search;machine learning;search-based testing","Testing;Machine learning;Evolutionary computation;Computational modeling;Tools;Cyber-physical systems;Heuristic algorithms","cyber-physical systems;evolutionary computation;learning (artificial intelligence);program testing;search problems","medical systems;search-based techniques;test input spaces;black-box systems;physics-based simulators;CPS development;machine learning;Cyber-Physical Systems;control physical entities;search effectiveness;collaborating computational element","","5","","12","","26 Aug 2019","","","IEEE","IEEE Conferences"
"Modeling App Behavior from Multiple Artifacts","E. Kowalczyk","Dept. of Comput. Sci., Univ. of Maryland, College Park, MD, USA","2016 IEEE International Conference on Software Testing, Verification and Validation (ICST)","21 Jul 2016","2016","","","385","386","Understanding the behavior of a mobile application is typically obtained from static or dynamic artifacts including an app's market page. However, each of these artifacts have limitations which make the resulting models of behavior incomplete. In response, this work asks can a technique which combines a larger, more diverse set of artifacts extracted from an app's executable, runtime behavior and market page construct more accurate models of app behavior? And if so, which artifacts and features are most valuable when doing so?","","978-1-5090-1827-7","10.1109/ICST.2016.52","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7515493","","Unified modeling language;Software;Runtime;Data mining;Documentation;Google;Androids","Internet;mobile computing","mobile application behavior;dynamic artifacts;static artifacts;application market page;runtime behavior;multiple artifacts","","2","","17","","21 Jul 2016","","","IEEE","IEEE Conferences"
"Testing and Quality Validation for AI Software–Perspectives, Issues, and Practices","C. Tao; J. Gao; T. Wang","College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Department of Computer Engineering, San José State University, San Jose, CA, USA; College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China","IEEE Access","5 Sep 2019","2019","7","","120164","120175","With the fast growth of artificial intelligence and big data computing technologies, more and more software service systems have been developed using diverse machine learning models and technologies to make business and intelligent decisions based on their multimedia input to achieve intelligent features, such as image recognition, recommendation, decision making, prediction, etc. Nevertheless, there are increasing quality problems resulting in erroneous testing costs in enterprises and businesses. Existing work seldom discusses how to perform testing and quality validation for AI software. This paper focuses on quality validation for AI software function features. The paper provides our understanding of AI software testing for new features and requirements. In addition, current AI software testing categories are presented and different testing approaches are discussed. Moreover, test quality assessment and criteria analysis are illustrated. Furthermore, a practical study on quality validation for an image recognition system is performed through a metamorphic testing method. Study results show the feasibility and effectiveness of the approach.","2169-3536","","10.1109/ACCESS.2019.2937107","National Basic Research Program of China (973 Program)(grant numbers:2018YFB1003900); National Natural Science Foundation of China(grant numbers:61402229,61602267); Collaborative Innovation Center of Novel Software Technology and Industrialization; Fundamental Research Funds for the Central Universities(grant numbers:NS2019058); State Key Laboratory of Novel Software Technology(grant numbers:KFKT2018B19); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8811507","AI software quality validation;AI testing;testing AI software","Artificial intelligence;Software;Software testing;Data models;Quality assurance;Big Data","Big Data;image recognition;learning (artificial intelligence);program testing;software quality","artificial intelligence;big data computing technologies;software service systems;decision making;quality validation;AI software function features;test quality assessment;image recognition system;metamorphic testing method;machine learning models;AI software testing categories","","7","","49","CCBY","23 Aug 2019","","","IEEE","IEEE Journals"
"Agaric — A hybrid cloud based testing platform","J. Wu; C. Wang; Y. Liu; L. Zhang","School of Computer Science and Engineering, Beihang Univeristy (BUAA), Beijing, China; School of Computer Science and Engineering, Beihang Univeristy (BUAA), Beijing, China; School of Computer Science and Engineering, Beihang Univeristy (BUAA), Beijing, China; School of Computer Science and Engineering, Beihang Univeristy (BUAA), Beijing, China","2011 International Conference on Cloud and Service Computing","26 Jan 2012","2011","","","87","94","Cloud computing technology enables developers spend much more time on application quality without considering computing resource constraint, load balancing and performance tuning, etc. It raises challenges along with the benefits it offers to software testing. This paper is motivated with the concerns on how to test the online web applications in a scalable and diverse way. The resources occupied in the proposed cloud testing are diverse in computing ability, network performance, and software configuration (including operating system and browser, etc.). This paper at first identifies the eight unique features to define cloud testing. Then, this paper introduces the design of Agaric - hybrid cloud based testing platform. In Agaric we use both the diverse internet distributed and user owned computing resources, and the centered computing resources. The key to organize the test network is the proposed Test Flow Control Protocol (TFCP). TFCP is verified formally with Colored Petri Net and the platform is evaluated with both controlled and uncontrolled experiments.","","978-1-4577-1637-9","10.1109/CSC.2011.6138558","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6138558","software testing;cloud computing;cloud testing","Testing;Cloud computing;Protocols;Reliability;Servers","cloud computing;Internet;Petri nets;program testing;program verification;quality of service;resource allocation","software testing;online Web application;cloud computing technology;computing ability;network performance;Agaric;hybrid cloud based testing platform;Internet;centered computing resources;user owned computing resources;test flow control protocol;TFCP verification;colored Petri net;software configuration","","6","","11","","26 Jan 2012","","","IEEE","IEEE Conferences"
"Estimating Fault Numbers Remaining After Testing","M. Roper","Dept. Comput. & Inf. Sci., Univ. of Strathclyde, Glasgow, UK","2013 IEEE Sixth International Conference on Software Testing, Verification and Validation","29 Jul 2013","2013","","","272","281","Testing is an essential component of the software development process, but also one which is exceptionally difficult to manage and control. For example, it is well understood that testing techniques are not guaranteed to detect all faults, but more frustrating is that after the application of a testing technique the tester has little or no knowledge of how many faults might still be left undiscovered. This paper investigates the performance of a range of capture-recapture models to determine the accuracy with which they predict the number of defects remaining after testing. The models are evaluated with data from two empirical testing-related studies and from one larger publicly available project and the factors affecting the accuracy of the models are analysed. The paper also considers how additional information (such as structural coverage data) may be used to improve the accuracy of the estimates. The results demonstrate that diverse sets of faults resulting from different testers using different techniques tend to produce the most accurate results, and also illustrate the sensitivity of the estimators to the patterns of fault data.","2159-4848","978-0-7695-4968-2","10.1109/ICST.2013.43","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6569739","Testing;Fault Estimation;Capture-Recapture","Testing;Animals;Charge carrier processes;Data models;Software;Sociology;Statistics","program testing;software fault tolerance","fault number estimation;software testing;software development process;fault detection;capture-recapture model;empirical testing","","2","","22","","29 Jul 2013","","","IEEE","IEEE Conferences"
"Generating Tests for the Discovery of Security Flaws in Product Variants","F. Araújo; I. Medeiros; N. Neves","Universidade de Lisboa,LASIGE, Faculdade de Ciências,Portugal; Universidade de Lisboa,LASIGE, Faculdade de Ciências,Portugal; Universidade de Lisboa,LASIGE, Faculdade de Ciências,Portugal","2020 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)","4 Aug 2020","2020","","","133","142","Industrial products, like vehicles and trains, integrate embedded systems implementing diverse and complicated functionalities. Such functionalities are programmable by software and contain a multitude of parameters necessary for their configuration, which have been increasing due to the market diversification and customer demand. In addition, industrial products are often built by aggregating different software parts (components), constituting thus product variants. Product variants with such variability need to be tested adequately, in particular if one is concerned with security vulnerabilities. While efficient automated testing approaches already exist, such as fuzzing, no tool is able to use results from previous testing campaigns to increase the efficiency of security testing the next product variant that shares certain functionalities. This paper presents an approach that can ignore already covered functionalities by previous tests and give more importance to blocks of code that have yet to be checked. The benefit is to avoid repeating unnecessary work, hence increasing the speed and the coverage in the new variant. The approach was implemented in a tool based on the AFL fuzzer and was validated with a set of programs of different versions. The experimental results show that the tool can perform better than AFL in our testing scenario.","","978-1-7281-1075-2","10.1109/ICSTW50294.2020.00033","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9155944","Fuzzing;Vulnerability detection;Coverage testing;Software Variant testing;Software security","Software;Fuzzing;Computer bugs;Security;Tools","embedded systems;production engineering computing;program testing;security of data","security flaws;testing scenario;previous tests;security testing;previous testing campaigns;efficient automated testing approaches;different software parts;complicated functionalities;diverse functionalities;industrial products;product variant","","","","27","","4 Aug 2020","","","IEEE","IEEE Conferences"
"Using mutation testing to measure behavioural test diversity","F. G. d. O. Neto; F. Dobslaw; R. Feldt","Chalmers and the University of Gothenburg,Dept. of Computer Science and Engineering,Gothenburg,Sweden; Chalmers and the University of Gothenburg,Dept. of Computer Science and Engineering,Gothenburg,Sweden; Chalmers and the University of Gothenburg,Dept. of Computer Science and Engineering,Gothenburg,Sweden","2020 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)","4 Aug 2020","2020","","","254","263","Diversity has been proposed as a key criterion to improve testing effectiveness and efficiency. It can be used to optimise large test repositories but also to visualise test maintenance issues and raise practitioners' awareness about waste in test artefacts and processes. Even though these diversitybased testing techniques aim to exercise diverse behavior in the system under test (SUT), the diversity has mainly been measured on and between artefacts (e.g., inputs, outputs or test scripts). Here, we introduce a family of measures to capture behavioural diversity (b-div) of test cases by comparing their executions and failure outcomes. Using failure information to capture the SUT behaviour has been shown to improve effectiveness of history-based test prioritisation approaches. However, historybased techniques require reliable test execution logs which are often not available or can be difficult to obtain due to flaky tests, scarcity of test executions, etc. To be generally applicable we instead propose to use mutation testing to measure behavioral diversity by running the set of test cases on various mutated versions of the SUT. Concretely, we propose two specific b-div measures (based on accuracy and Matthew's correlation coefficient, respectively) and compare them with artefact-based diversity (a-div) for prioritising the test suites of 6 different open-source projects. Our results show that our b-div measures outperform a-div and random selection in all of the studied projects. The improvement is substantial with an average increase in average percentage of faults detected (APFD) of between 19% to 31% depending on the size of the subset of prioritised tests.","","978-1-7281-1075-2","10.1109/ICSTW50294.2020.00051","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9155915","diversity-based testing;test prioritisation;test selection;empirical study","Testing;Fault detection;Reliability;Optimization;Atmospheric measurements;Particle measurements;Diversity reception","fault diagnosis;program testing","reliable test execution logs;flaky tests;test executions;mutation testing;b-div measures;artefact-based diversity;test suites;prioritised tests;behavioural test diversity;testing effectiveness;test repositories;diversity-based testing techniques;open-source projects;random selection;history-based test;SUT behaviour;failure outcomes;test scripts;diverse behavior;test artefacts;test maintenance issues","","","","31","","4 Aug 2020","","","IEEE","IEEE Conferences"
"A Theoretical and Empirical Study of Diversity-Aware Mutation Adequacy Criterion","D. Shin; S. Yoo; D. Bae","KAIST, Daejeon, Republic of Korea; KAIST, Daejeon, Republic of Korea; KAIST, Daejeon, Republic of Korea","IEEE Transactions on Software Engineering","14 Oct 2018","2018","44","10","914","931","Diversity has been widely studied in software testing as a guidance towards effective sampling of test inputs in the vast space of possible program behaviors. However, diversity has received relatively little attention in mutation testing. The traditional mutation adequacy criterion is a one-dimensional measure of the total number of killed mutants. We propose a novel, diversity-aware mutation adequacy criterion called distinguishing mutation adequacy criterion, which is fully satisfied when each of the considered mutants can be identified by the set of tests that kill it, thereby encouraging inclusion of more diverse range of tests. This paper presents the formal definition of the distinguishing mutation adequacy and its score. Subsequently, an empirical study investigates the relationship among distinguishing mutation score, fault detection capability, and test suite size. The results show that the distinguishing mutation adequacy criterion detects 1.33 times more unseen faults than the traditional mutation adequacy criterion, at the cost of a 1.56 times increase in test suite size, for adequate test suites that fully satisfies the criteria. The results show a better picture for inadequate test suites; on average, 8.63 times more unseen faults are detected at the cost of a 3.14 times increase in test suite size.","1939-3520","","10.1109/TSE.2017.2732347","Information & communications Technology Promotion (IITP); Korea government (MSIP)(grant numbers:R0126-17-1101); Software R&D for Model-based Analysis and Verification of Higher-order Large Complex System; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7994647","Mutation testing;test adequacy criteria;diversity","Fault detection;Software engineering;Software testing;Correlation;Indexes;Subspace constraints","fault diagnosis;program testing;software engineering","empirical study;diversity-aware mutation adequacy criterion;software testing;test inputs;mutation testing;distinguishing mutation score;distinguishing mutation adequacy criterion;adequate test suites;inadequate test suites;theoretical study;program behaviors;killed mutants;fault detection capability","","13","","58","IEEE","27 Jul 2017","","","IEEE","IEEE Journals"
"Automated Test Suite Generation for Time-Continuous Simulink Models","R. Matinnejad; S. Nejati; L. C. Briand; T. Bruckmann","SnT Centre, Univ. of Luxembourg, Luxembourg, Luxembourg; SnT Centre, Univ. of Luxembourg, Luxembourg, Luxembourg; SnT Centre, Univ. of Luxembourg, Luxembourg, Luxembourg; Delphi Automotive Syst., Luxembourg","2016 IEEE/ACM 38th International Conference on Software Engineering (ICSE)","3 Apr 2017","2016","","","595","606","All engineering disciplines are founded and rely on models, although they may differ on purposes and usages of modeling. Interdisciplinary domains such as Cyber Physical Systems (CPSs) seek approaches that incorporate different modeling needs and usages. Specifically, the Simulink modeling platform greatly appeals to CPS engineers due to its seamless support for simulation and code generation. In this paper, we propose a test generation approach that is applicable to Simulink models built for both purposes of simulation and code generation. We define test inputs and outputs as signals that capture evolution of values over time. Our test generation approach is implemented as a meta-heuristic search algorithm and is guided to produce test outputs with diverse shapes according to our proposed notion of diversity. Our evaluation, performed on industrial and public domain models, demonstrates that: (1) In contrast to the existing tools for testing Simulink models that are only applicable to a subset of code generation models, our approach is applicable to both code generation and simulation Simulink models. (2) Our new notion of diversity for output signals outperforms random baseline testing and an existing notion of signal diversity in revealing faults in Simulink models. (3) The fault revealing ability of our test generation approach outperforms that of the Simulink Design Verifier, the only testing toolbox for Simulink.","1558-1225","978-1-4503-3900-1","10.1145/2884781.2884797","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7886937","Simulink models;Software testing;Time-continuous behaviors;Search-based software testing;Output diversity;Signal features;Structural coverage;Simulink Design Verifier (SLDV)","Software packages;Computational modeling;Fuels;Testing;Mathematical model;Shape","automatic testing;program compilers;program testing;search problems","automated test suite generation;time-continuous Simulink models;code generation;test inputs;test outputs;meta-heuristic search algorithm;industrial domain models;public domain models;simulation Simulink models;signal diversity;fault revealing ability","","17","","61","","3 Apr 2017","","","IEEE","IEEE Conferences"
"Metamorphic Testing for Cybersecurity","T. Y. Chen; F. -C. Kuo; W. Ma; W. Susilo; D. Towey; J. Voas; Z. Q. Zhou",Swinburne University of Technology; Swinburne University of Technology; University of Wollongong; University of Wollongong; University of Nottingham Ningbo China; US National Institute of Standards and Technology; University of Wollongong,"Computer","13 Jun 2016","2016","49","6","48","55","Metamorphic testing (MT) can enhance security testing by providing an alternative to using a test oracle, which is often unavailable or impractical. The authors report how MT detected previously unknown bugs in real-world critical applications such as code obfuscators, giving evidence that software testing requires diverse perspectives to achieve greater cybersecurity.","1558-0814","","10.1109/MC.2016.176","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7490306","metamorphic testing;cybersecurity;software testing;oracle problem;cyberthreats;software vulnerability;obfuscator testing;Web testing;Heartbleed bug;logic error;fuzzing","Testing;Computer bugs;Computer security;Program processors","program testing;security of data","metamorphic testing;cybersecurity;security testing;test oracle;MT;code obfuscators;software testing","","49","","16","","13 Jun 2016","","","IEEE","IEEE Magazines"
"The Art, Science, and Engineering of Fuzzing: A Survey","V. J. M. Manès; H. Han; C. Han; S. K. Cha; M. Egele; E. J. Schwartz; M. Woo","KAIST Cyber Security Research Center, Daejeon, Korea; KAIST, Daejeon, Korea; Naver Corp., Daejeon, Korea; KAIST, Daejeon, Korea; Boston University, Boston, MA, USA; Software Engineering Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Carnegie Mellon University, Pittsburgh, PA, USA","IEEE Transactions on Software Engineering","11 Nov 2021","2021","47","11","2312","2331","Among the many software testing techniques available today, <italic>fuzzing</italic> has remained highly popular due to its conceptual simplicity, its low barrier to deployment, and its vast amount of empirical evidence in discovering real-world software vulnerabilities. At a high level, fuzzing refers to a process of repeatedly running a program with generated inputs that may be syntactically or semantically malformed. While researchers and practitioners alike have invested a large and diverse effort towards improving fuzzing in recent years, this surge of work has also made it difficult to gain a comprehensive and coherent view of fuzzing. To help preserve and bring coherence to the vast literature of fuzzing, this paper presents a unified, general-purpose model of fuzzing together with a taxonomy of the current fuzzing literature. We methodically explore the design decisions at every stage of our model fuzzer by surveying the related literature and innovations in the art, science, and engineering that make modern-day fuzzers effective.","1939-3520","","10.1109/TSE.2019.2946563","Institute of Information & communications Technology Planning & Evaluation(grant numbers:2019-0-01697); Development of Automated Vulnerability Discovery Technologies for Blockchain Platform Security; Siemens; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8863940","Software security;automated software testing;fuzzing;fuzz testing","Fuzzing;Security;Computer bugs;Terminology","program testing;security of data","software testing techniques;real-world software vulnerabilities;fuzzing","","39","","250","IEEE","11 Oct 2019","","","IEEE","IEEE Journals"
"Reusing testing of reusable software components","C. C. Michael","Reliable Software Technol. Corp., USA","Proceedings of COMPASS '97: 12th Annual Conference on Computer Assurance","6 Aug 2002","1997","","","97","104","A software component that is reused in diverse settings can experience diverse operational environments. Unfortunately, a change in the operating environment can also invalidate past experience about the component's quality of performance. Indeed, most statistical methods for estimating software quality assume that the operating environment remains the same. Specifically, the probability density governing the selection of program inputs is assumed to remain constant. However, intuition suggests that such a stringent requirement is unnecessary. If a component has been executed very many times in one environment without experiencing a failure, one would expect it to be relatively failure-free in other similar environments. This paper seeks to quantify that intuition. The question asked is, ""how much can be said about a component's probability of failure in one environment after observing its operation in other environments?"" Specifically, we develop bounds on the component's probability of failure in the new environment based on its past behavior.","","0-7803-3979-7","10.1109/CMPASS.1997.613254","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=613254","","Software testing;Software reusability;Software measurement;Statistical analysis;Software quality;Density measurement;Probability density function","software reusability;program testing;software quality;software performance evaluation;statistical analysis;probability;software fault tolerance","reusable software component testing;diverse operational environments;software quality;software performance;statistical methods;probability density;program inputs;software failure;probability of failure","","3","1","7","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Communicating with Your Customers Determining Their Needs","E. C. Dzupinka; M. D. Langenbahn; M. E. Randall; C. M. Sliva",International Business Machines; NA; NA; NA,"Proceedings of the 1987 IEEE Southern Tier Technical Conference, 1987.","10 Dec 2002","1987","","","244","252","One of the more difficult aspects of providing a product to a customer is determining what the customer really needs. Frequently, the customer is not sure exactly what they need. They just have a problem and they are looking to you to provide the solution. The difficulty in determining product requirements is compounded by the fact that Test Design Automation (TDA) products need to be useful to a wide range of customers with diverse needs. That is the situation in which we found ourselves. TDA has the responsibility of supplying the IBM Corporation with its needed Test Generation and Fault Simulation capabilities. These products are software solutions designed to run on a wide range of general purpose system 370 computers under both VM and MVS operating systems. Our customer mix is a widely diverse set of product development groups; from the designers of the 3090 series in Poughkeepsie to a typewriter design group in Uxington, Kentucky. Not only is the product mix diverse, but also the geographic locations of the development groups. We serve product development labs worldwide. First, we had to be able to identify our ""representative"" customer. Once this was done we would need to open up more direct lines of communication with these customers. The method we used to improve upon these problems is the subject for this paper. It will cover the cross-section of the group which went about solving the problems; the methods chosen to attack the problems; implementation; and the mechanisms put into place to continue the work after the group's dissolution.","","","10.1109/STIER.1987.716400","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=716400","","Automatic testing;Design automation;Product design;Software testing;Documentation;Programming profession;Ducts;Software design;Virtual manufacturing;Operating systems","","","","","","4","","10 Dec 2002","","","IEEE","IEEE Conferences"
"Industrial real-time regression testing and analysis using firewalls","L. White; B. Robinson","Dept. of EECS, Case Western Reserve Univ., Cleveland, OH, USA; NA","20th IEEE International Conference on Software Maintenance, 2004. Proceedings.","22 Nov 2004","2004","","","18","27","Industrial real-time systems are complex and need to be thoroughly tested before being released to the customer. We have found that last minute changes are often responsible for the introduction of defects, causing serious problems for the customer. We demonstrate that these defects can be introduced into real-time software in diverse ways, and there is no simple regression testing method that can deal with all of these defect sources. This paper describes the application of a testing firewall for regression testing whose form differs depending upon the defect. The idea of the testing firewall is to limit the regression testing to those potentially affected system elements directly dependent upon changed system elements, and then to thoroughly test these elements. This has resulted in substantial savings in regression testing costs, and yet has been effective in detecting critical defects with significant implication in terms of customer acceptance at ABB. Empirical studies are reported for these experiences in an industrial setting.","1063-6773","0-7695-2213-0","10.1109/ICSM.2004.1357786","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1357786","","Software testing;System recovery;System testing;Real time systems;Costs;Software design;Software maintenance;Application software;Software quality;Robustness","program testing;real-time systems;system recovery;regression analysis;authorisation","industrial real-time systems;regression testing;regression analysis;testing firewall;real-time software;customer acceptance;ABB;software testing;software defect detection;deadlock","","18","","23","","22 Nov 2004","","","IEEE","IEEE Conferences"
"Achieving dependability throughout the development process: a distributed software experiment","J. P. J. Kelly; S. C. Murphy","Dept. of Electr. & Comput. Eng., California Univ., Santa Barbara, CA, USA; NA","IEEE Transactions on Software Engineering","6 Aug 2002","1990","16","2","153","165","Distributed software engineering techniques and methods for improving the specification and testing phases are considered. To examine these issues, an experiment was performed using the design diversity approach in the specification, design, implementation, and testing of distributed software. In the experiment, three diverse formal specifications were used to produce multiple independent implementations of a distributed communication protocol in Ada. The problems encountered in building complex concurrent processing systems in Ada were also studied. Many pitfalls were discovered in mapping the formal specifications into Ada implementations.<<ETX>></ETX>","1939-3520","","10.1109/32.44379","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=44379","","Software testing;Automatic testing;Fault tolerance;Software engineering;Formal specifications;Hardware;Fault detection;Software performance;Protocols;Buildings","Ada;computer communications software;data communication systems;distributed processing;formal specification;program testing;protocols","distributed software engineering;B/B testing;automated testing;software testing;dependability;multiple independent implementations;distributed communication protocol;Ada;complex concurrent processing systems","","18","","29","","6 Aug 2002","","","IEEE","IEEE Journals"
"The effect of testing on reliability of fault-tolerant software","P. Popov; B. Littlewood","Centre for Software Reliability, City Univ., London, UK; Centre for Software Reliability, City Univ., London, UK","International Conference on Dependable Systems and Networks, 2004","26 Jul 2004","2004","","","265","274","Previous models have investigated the impact upon diversity - and hence upon the reliability of fault-tolerant software built from 'diverse' versions - of the variation in 'difficulty' of demands over the demand space. These models are essentially static, taking a single snapshot view of the system. In this paper, we consider a generalisation in which the individual versions are allowed to evolve - and their reliability to grow - through debugging. In particular, we examine the trade-off that occurs in testing between, on the one hand, the increasing reliability of individual versions, and on the other hand the possible diminution of diversity.","","0-7695-2052-9","10.1109/DSN.2004.1311896","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1311896","","Software testing;Fault tolerance;Fault tolerant systems;Battery powered vehicles;Software reliability;Debugging;Stochastic processes;Parameter estimation;Computer industry;Hardware","program testing;software fault tolerance;reliability;program debugging","reliability testing;fault-tolerant software;software debugging;software testing","","9","","7","","26 Jul 2004","","","IEEE","IEEE Conferences"
"Dynamic Exerciser Template Weighting in x86 Processor Verification","A. Wahba; J. Hohnerlein; F. Rahman; L. Wang","Dept. of ECE, Univ. of California Santa Barbara, Santa Barbara, CA, USA; NA; NA; Dept. of ECE, Univ. of California Santa Barbara, Santa Barbara, CA, USA","2017 18th International Workshop on Microprocessor and SOC Test and Verification (MTV)","28 Jun 2018","2017","","","26","31","Modern digital designs are becoming increasingly complex, which makes their verification a harder process. In modern processors, Random ISA level verification is used to run many diverse stimulus programs to verify a wide variety of desired properties. Random verification uses Exercisers to randomly generate functional ISA level stimulus using predefined templates. The number of simulation slots that are assigned to each template is determined by their assigned weights which reflect the importance of the template, and is currently determined by expert engineers. In this paper, we present a tool to dynamically assign a proper weight to each template based on its ability to successfully generate stimulus programs and its potential of capturing defects in the current phase of the design. The tool is integrated to the verification of a state of the art x86 processor and it was able to hit four new and unique bugs, as well as achieving 40% reduction in the rate of failed to generate stimulus programs while maintaining pass rate and number of signatures hit unchanged.","2332-5674","978-1-5386-3351-9","10.1109/MTV.2017.19","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8396945","","Computer bugs;Tools;Measurement;Mathematical model;Software;Testing;Machine learning","microprocessor chips;program verification","modern digital designs;x86 processor verification;dynamic exerciser template weighting;simulation slots;predefined templates;functional ISA level stimulus;diverse stimulus programs;Random ISA level verification;modern processors","","1","","8","","28 Jun 2018","","","IEEE","IEEE Conferences"
