"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Space-time processing TDMA wireless testbed","H. Sampath; A. Paulraj","Inf. Syst. Lab., Stanford Univ., CA, USA; NA","1999 IEEE International Conference on Acoustics, Speech, and Signal Processing. Proceedings. ICASSP99 (Cat. No.99CH36258)","6 Aug 2002","1999","4","","2203","2206 vol.4","The paper describes the architecture of the Stanford University (SU) TDMA standalone testbed. The testbed was developed to evaluate space-time processing (STP) algorithms for diversity, co-channel interference (CCI) and intersymbol interference (ISI) mitigation, array gain and space-time coding. It operates in both uplink and downlink modes and uses a hybrid (combining a real and simulated) channel environment. A description of transmit and receive schemes implemented on the testbed is presented.","1520-6149","0-7803-5041-3","10.1109/ICASSP.1999.758373","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=758373","","Time division multiple access;Radio frequency;System testing;Radiofrequency interference;Software testing;Intersymbol interference;GSM;Computer architecture;Hardware;Transmitters","time division multiple access;space-time adaptive processing;diversity reception;cochannel interference;encoding;radio links;telecommunication channels;intersymbol interference;transmitting antennas;receiving antennas;interference suppression;parallel architectures","TDMA wireless testbed;space-time processing;Stanford University;space-time processing algorithms;diversity;co-channel interference;CCI;intersymbol interference;ISI;array gain;space-time coding;uplink;downlink;hybrid channel environment;simulated channel;real channel;transmit scheme;receive scheme;parallel DSP architecture","","2","1","9","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Augmenting test suites effectiveness by increasing output diversity","N. Alshahwan; M. Harman","CREST Centre, University College London Malet Place, London, WC1E 6BT, U.K.; CREST Centre, University College London Malet Place, London, WC1E 6BT, U.K.","2012 34th International Conference on Software Engineering (ICSE)","28 Jun 2012","2012","","","1345","1348","The uniqueness (or otherwise) of test outputs ought to have a bearing on test effectiveness, yet it has not previously been studied. In this paper we introduce a novel test suite adequacy criterion based on output uniqueness. We propose 4 definitions of output uniqueness with varying degrees of strictness. We present a preliminary evaluation for web application testing that confirms that output uniqueness enhances fault-finding effectiveness. The approach outperforms random augmentation in fault finding ability by an overall average of 280% in 5 medium sized, real world web applications.","1558-1225","978-1-4673-1067-3","10.1109/ICSE.2012.6227083","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6227083","SBSE;HTML output;Web applications","HTML;Testing;Educational institutions;Databases;Web pages;Instruments;Cloning","Internet;program testing;software fault tolerance","test suite adequacy criterion;augment test suites effectiveness;Web application testing;fault-finding effectiveness;real world Web applications;output diversity;software testing","","20","","9","","28 Jun 2012","","","IEEE","IEEE Conferences"
"Data diversity: an approach to software fault tolerance","P. E. Ammann; J. C. Knight","Dept. of Comput. Sci., Virginia Univ., Charlottesville, VA, USA; Dept. of Comput. Sci., Virginia Univ., Charlottesville, VA, USA","IEEE Transactions on Computers","6 Aug 2002","1988","37","4","418","425","Data diversity is described, and the results of a pilot study are presented. The regions of the input space that cause failure for certain experimental programs are discussed, and data reexpression, the way in which alternate input data sets can be obtained, is examined. A description is given of the retry block which is the data-diverse equivalent of the recovery block, and a model of the retry block, together with some empirical results is presented. N-copy programming which is the data-diverse equivalent of N-version programming is considered, and a simple model and some empirical results are also given.<<ETX>></ETX>","1557-9956","","10.1109/12.2185","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=2185","","Fault tolerance;System testing;Application software;Buildings;Computer applications;Software testing;Redundancy;Software algorithms;NASA;Computer science","fault tolerant computing","data diversity;software fault tolerance;data reexpression;retry block;N-copy programming;N-version programming","","220","6","12","","6 Aug 2002","","","IEEE","IEEE Journals"
"Adaptable Design for Root Cause Analysis of a Model-Based Software Testing Process","M. Nieminen; T. Räty","Digital Syst. & Services, VTT Tech. Res. Centre of Finland, Oulu, Finland; Digital Syst. & Services, VTT Tech. Res. Centre of Finland, Oulu, Finland","2015 12th International Conference on Information Technology - New Generations","1 Jun 2015","2015","","","379","384","Model-Based Testing (MBT) is a method for automating software testing and improving fault detection by using an abstracted model of the system under test to systematically generate and execute test cases. One of the main challenges in MBT is the efficient locating of fundamental causes of errors, which can be achieved using root cause analysis. As MBT is being applied to many diverse domains using various tools and tool chains, tool adaptability is an important factor to consider. We define the design for an automated Root Cause Analyzer (RCA) tool adaptable for different MBT testing scenarios and environments. In our RCA design, analysis is configured using rules for evaluating output data of other MBT components. We present an example of RCA application for a case study in mobile telecommunications testing to demonstrate the integration and adapting of our design into an existing tool chain. Within the case study, the RCA tool is successful in locating causes of errors, and is able to interface with MBT components and exploit their data in analysis. The research is based on the constructive method of the related publications and technologies and the results are derived by the implemented RCA tool.","","978-1-4799-8828-0","10.1109/ITNG.2015.67","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7113502","Model-Based Testing;Root Cause Analysis;Rule-Based Analysis;Rule Generation;Adaptability","Testing;Data models;Unified modeling language;Analytical models;Databases;XML;Adaptation models","fault diagnosis;program testing;software fault tolerance","adaptable design;root cause analysis;model-based software testing process;automating software testing;fault detection;abstracted model;tool chains;root cause analyzer tool;automated RCA tool;MBT testing scenarios;RCA design;mobile telecommunication testing","","1","","16","","1 Jun 2015","","","IEEE","IEEE Conferences"
"Fault Localization Based on Multi-level Similarity of Execution Traces","X. Wang; Q. Gu; X. Zhang; X. Chen; D. Chen","Dept. of Comput. Sci. & Technol., Nanjing Univ., Nanjing, China; Dept. of Comput. Sci. & Technol., Nanjing Univ., Nanjing, China; Dept. of Comput. Sci. & Technol., Nanjing Univ., Nanjing, China; Dept. of Comput. Sci. & Technol., Nanjing Univ., Nanjing, China; Dept. of Comput. Sci. & Technol., Nanjing Univ., Nanjing, China","2009 16th Asia-Pacific Software Engineering Conference","28 Dec 2009","2009","","","399","405","Since automated fault localization can improve the efficiency of both the testing and debugging process, it is an important technique for the development of reliable software. This paper proposes a novel fault localization approach based on multi-level similarity of execution traces, which is suitable for object-oriented software. It selects useful test cases at class level and computes code suspiciousness at block level. We develop a tool that implements the approach, and conduct empirical studies to evaluate its effectiveness. The experimental results show that our approach has the potential to be effective in localizing faults for object-oriented software.","1530-1362","978-0-7695-3909-6","10.1109/APSEC.2009.45","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5358777","software testing;fault localization;object-oriented;execution trace;multi-level similarity","Software testing;Automatic testing;Programming profession;Software debugging;Software engineering;Laboratories;Computer science;Fault detection;Failure analysis;Information analysis","fault location;object-oriented programming;program diagnostics;program testing","multilevel similarity;execution traces;automated fault localization;debugging process;testing process;reliable software. development;object-oriented software;code suspiciousness","","2","","17","","28 Dec 2009","","","IEEE","IEEE Conferences"
"An empirical study on testing and fault tolerance for software reliability engineering","M. R. Lyu; Zubin Huang; S. K. S. Sze; Xia Cai","Dept. of Comput. Sci. & Eng., Chinese Univ. of Hong Kong, China; Dept. of Comput. Sci. & Eng., Chinese Univ. of Hong Kong, China; Dept. of Comput. Sci. & Eng., Chinese Univ. of Hong Kong, China; Dept. of Comput. Sci. & Eng., Chinese Univ. of Hong Kong, China","14th International Symposium on Software Reliability Engineering, 2003. ISSRE 2003.","8 Dec 2003","2003","","","119","130","Software testing and software fault tolerance are two major techniques for developing reliable software systems, yet limited empirical data are available in the literature to evaluate their effectiveness. We conducted a major experiment to engage 34 programming teams to independently develop multiple software versions for an industry-scale critical flight application, and collected faults detected in these program versions. To evaluate the effectiveness of software testing and software fault tolerance, mutants were created by injecting real faults occurred in the development stage. The nature, manifestation, detection, and correlation of these faults were carefully investigated. The results show that coverage testing is generally an effective means to detecting software faults, but the effectiveness of testing coverage is not equivalent to that of mutation coverage, which is a more truthful indicator of testing quality. We also found that exact faults found among versions are very limited. This result supports software fault tolerance by design diversity as a creditable approach for software reliability engineering. Finally we conducted domain analysis approach for test case generation, and concluded that it is a promising technique for software testing purpose.","1071-9458","0-7695-2007-3","10.1109/ISSRE.2003.1251036","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1251036","","Software testing;Fault tolerance;Software reliability;Reliability engineering;Fault detection;Aerospace engineering;Fault tolerant systems;Software systems;Computer industry;Application software","program testing;software fault tolerance;aerospace computing;software reliability;program diagnostics;fault diagnosis","software testing;software fault tolerance;software reliability engineering;software development;industry-scale critical flight application;fault detection;fault correlation;coverage testing;domain analysis;test case generation","","27","","36","","8 Dec 2003","","","IEEE","IEEE Conferences"
"Effectively Sampling Higher Order Mutants Using Causal Effect","S. Oh; S. Lee; S. Yoo","School of Computing KAIST,Daejeon,Republic of Korea; School of Computing KAIST,Daejeon,Republic of Korea; School of Computing KAIST,Daejeon,Republic of Korea","2021 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)","28 May 2021","2021","","","19","24","Higher Order Mutation (HOM) has been proposed to avoid equivalent mutants and improve the scalability of mutation testing, but generating useful HOMs remain an expensive search problem on its own. We propose a new approach to generate Strongly Subsuming Higher Order Mutants (SSHOM) using a recently introduced Causal Program Dependence Analysis (CPDA). CPDA itself is based on program mutation, and provides quantitative estimation of how often a change of the value of a program element will cause a value change of another program element. Our SSHOM generation approach chooses pairs of program elements using heuristics based on CPDA analysis, performs First Order Mutation to the chosen pairs, and generates an HOM by combining two FOMs.","","978-1-6654-4456-9","10.1109/ICSTW52544.2021.00017","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9440150","higher order mutant;mutation testing;causal inference;causal program dependence analysis","Software testing;Measurement;Conferences;Scalability;Diversity reception;Estimation;Benchmark testing","program testing;search problems","mutation testing;expensive search problem;program mutation;program element;value change;SSHOM generation approach;CPDA analysis;HOM;causal effect;higher order mutation;equivalent mutants;higher order mutant sampling;first order mutation;causal program dependence analysis;strongly subsuming higher order mutants;quantitative estimation;heuristics","","1","","12","","28 May 2021","","","IEEE","IEEE Conferences"
"TauLiM: Test Data Augmentation of LiDAR Point Cloud by Metamorphic Relation","J. Lin; J. Liu; Q. Zhang; X. Zhang; C. Fang","Nanjing University,State Key Laboratory for Novel Software Technology,China; Nanjing University,State Key Laboratory for Novel Software Technology,China; Nanjing University,State Key Laboratory for Novel Software Technology,China; Nanjing University,State Key Laboratory for Novel Software Technology,China; Nanjing University,State Key Laboratory for Novel Software Technology,China","2022 IEEE/ACM 44th International Conference on Software Engineering: Companion Proceedings (ICSE-Companion)","13 Jun 2022","2022","","","217","221","With the rapid development of object detection in deep learning (DL), applications on LiDAR point clouds have received much attention, such as autonomous driving. To verify the robustness of object detection models by testing, large amounts of diversifted annotated LiDAR point clouds are required to be used as test data. However, considering the sparseness of objects, the diversity of the existing point cloud dataset is limited by the number and types of objects. Therefore, it is important to generate diversifted point clouds by test data augmentation. In this paper, we propose a tool for LiDAR point cloud via test data augmentation, named TauLiM. A well-designed metamorphic relation (MR) [1] is proposed to augment point clouds while maintaining their physical characteristic of LiDAR. TauLiM is composed of three modules, namely point cloud configuration, coordinate filtering, and object insertion. To evaluate our tool, we employ experiments to compare the ability of testing between the existing dataset and the augmented one. The result shows that TauLiM can effectively augment diversified test data and test the object detection model. The video of TauLiM is available at https://www.youtube.com/watch?v=9S6xpRbbhtQ and TauLiM can be used at http://1.13.193.98:2601/.","2574-1926","978-1-6654-9598-1","10.1109/ICSE-Companion55297.2022.9793740","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9793740","Software and its engineering → Software testing and development environments;Computing methodologies → Machine learning;Information systems→World Wide Web;Networks→Cyber-physical networks; Cloud computing","Point cloud compression;Software testing;Deep learning;Laser radar;Filtering;Object detection;Data models","image filtering;object detection;optical radar","TauLiM;test data augmentation;LiDAR point cloud;metamorphic relation;object detection model;diversifted point clouds;point cloud configuration;diversified test data;deep learning;physical characteristic;object insertion;coordinate filtering","","","","16","IEEE","13 Jun 2022","","","IEEE","IEEE Conferences"
"SimCoTest: A Test Suite Generation Tool for Simulink/Stateflow Controllers","R. Matinnejad; S. Nejati; L. C. Briand; T. Bruckmann","SnT Centre, Univ. of Luxembourg, Luxembourg City, Luxembourg; SnT Centre, Univ. of Luxembourg, Luxembourg City, Luxembourg; SnT Centre, Univ. of Luxembourg, Luxembourg City, Luxembourg; Delphi Automotive Syst., Luxembourg, Luxembourg","2016 IEEE/ACM 38th International Conference on Software Engineering Companion (ICSE-C)","23 Mar 2017","2016","","","585","588","We present SimCoTest, a tool to generate small test suites with high fault revealing ability for Simulink/Stateflow controllers. SimCoTest uses meta-heuristic search to (1) maximize the likelihood of presence of specific failure patterns in output signals (failure-based test generation), and to (2) maximize diversity of output signal shapes (output diversity test generation). SimCoTest has been evaluated on industrial Simulink models and has been systematically compared with Simuilnk Design Verifier (SLDV), an alternative commercial Simulink testing tool. Our results show that the fault revealing ability of SimCoTest outperforms that of SLDV. Further, in contrast to SLDV, SimCoTest is applicable to Simulink/Stateflow models in their entirety. A video describing the main features of SimCoTest is available at: https://youtu.be/YnXgveiGXEA.","","978-1-4503-4205-6","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7883346","Simulink/Stateflow models;Software testing;Search-based software testing;Output diversity;Failure-based test generation;Simulink Design Verifier (SLDV)","Software packages;Mathematical model;Computational modeling;Testing;Data models;Adaptation models;Shape","optimisation;program testing;search problems;software tools","SimCoTest;test suite generation tool;Simulink/stateflow controllers;high fault revealing ability;metaheuristic search;specific failure pattern presence maximization;failure-based test generation;diversity maximization;industrial Simulink models;Simuilnk design verifier;SLDV;Simulink testing tool","","","","14","","23 Mar 2017","","","IEEE","IEEE Conferences"
"An Automated Framework for Cost Reduction of Mutation Testing Based on Program Similarity","G. F. Guarnieri; A. V. Pizzoleto; F. C. Ferrari","Federal University of S&#x00E3;o Carlos,Sorocaba,SP,Brazil; Federal University of S&#x00E3;o Carlos,S&#x00E3;o Carlos,SP,Brazil; Federal University of S&#x00E3;o Carlos,S&#x00E3;o Carlos,SP,Brazil","2022 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)","8 Jun 2022","2022","","","179","188","This paper presents an implementation and assessment of a framework named SiMut. The framework was introduced in a previous paper with the objective of helping reducing the cost for testing a program based on groups of similar programs previously tested with mutation. The implementation presented in the paper handles Java programs and includes a set of variants that relate to three types of program abstraction (original source code, processed source code, and internal complexity metrics), three similarity calculation strategies (clustering, information diversity, and plagiarism), and one mutation cost reduction approach (inspired by the One-Op mutation technique). Our evaluation encompasses 20 variant combinations, also referred to as SiMut configurations, and 35 small Java programs. A cross-comparison involving the formed clusters and a comparison with randomly formed clusters points to configurations that tend to reach high effectiveness in foreseeing the best mutation operators for untested programs.","2159-4848","978-1-6654-9628-5","10.1109/ICSTW55395.2022.00041","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior; Fundação de Amparo à Pesquisa do Estado de São Paulo; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9787949","mutation testing;cost reduction;program similarity","Software testing;Measurement;Java;Costs;Codes;Conferences;Plagiarism","","","","","","31","IEEE","8 Jun 2022","","","IEEE","IEEE Conferences"
"Automated Test Suite Generation for Time-Continuous Simulink Models","R. Matinnejad; S. Nejati; L. C. Briand; T. Bruckmann","SnT Centre, Univ. of Luxembourg, Luxembourg, Luxembourg; SnT Centre, Univ. of Luxembourg, Luxembourg, Luxembourg; SnT Centre, Univ. of Luxembourg, Luxembourg, Luxembourg; Delphi Automotive Syst., Luxembourg","2016 IEEE/ACM 38th International Conference on Software Engineering (ICSE)","3 Apr 2017","2016","","","595","606","All engineering disciplines are founded and rely on models, although they may differ on purposes and usages of modeling. Interdisciplinary domains such as Cyber Physical Systems (CPSs) seek approaches that incorporate different modeling needs and usages. Specifically, the Simulink modeling platform greatly appeals to CPS engineers due to its seamless support for simulation and code generation. In this paper, we propose a test generation approach that is applicable to Simulink models built for both purposes of simulation and code generation. We define test inputs and outputs as signals that capture evolution of values over time. Our test generation approach is implemented as a meta-heuristic search algorithm and is guided to produce test outputs with diverse shapes according to our proposed notion of diversity. Our evaluation, performed on industrial and public domain models, demonstrates that: (1) In contrast to the existing tools for testing Simulink models that are only applicable to a subset of code generation models, our approach is applicable to both code generation and simulation Simulink models. (2) Our new notion of diversity for output signals outperforms random baseline testing and an existing notion of signal diversity in revealing faults in Simulink models. (3) The fault revealing ability of our test generation approach outperforms that of the Simulink Design Verifier, the only testing toolbox for Simulink.","1558-1225","978-1-4503-3900-1","10.1145/2884781.2884797","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7886937","Simulink models;Software testing;Time-continuous behaviors;Search-based software testing;Output diversity;Signal features;Structural coverage;Simulink Design Verifier (SLDV)","Software packages;Computational modeling;Fuels;Testing;Mathematical model;Shape","automatic testing;program compilers;program testing;search problems","automated test suite generation;time-continuous Simulink models;code generation;test inputs;test outputs;meta-heuristic search algorithm;industrial domain models;public domain models;simulation Simulink models;signal diversity;fault revealing ability","","18","","61","","3 Apr 2017","","","IEEE","IEEE Conferences"
"Clustering homogeneous XML documents using weighted similarities on XML attributes","N. K. Nagwani; A. Bhansali","Department of CS&E, NIT, Raipur, India; Department of IT, OPJIT, Raigarh, India","2010 IEEE 2nd International Advance Computing Conference (IACC)","1 Mar 2010","2010","","","369","372","XML (eXtensible Markup Language) have been adopted by number of software vendors today, it became the standard for data interchange over the web and is platform and application independent also. A XML document is consists of number of attributes like document data, structure and style sheet etc. Clustering is method of creating groups of similar objects. In this paper a weighted similarity measurement approach for detecting the similarity between the homogeneous XML documents is suggested. Using this similarity measurement a new clustering technique is also proposed. The method of calculating similarity of document's structure and styling is given by number of researchers, mostly which are based on tree edit distances. And for calculating the distance between document's contents there are number of text and other similarity techniques like cosine, jaccord, tf-idf etc. In this paper both of the similarity techniques are combined to propose a new distance measurement technique for calculating the distance between a pair of homogeneous XML documents. The proposed clustering model is implemened using open source technology java and is validated experimentally. Given a collection of XML documents distances between documents is calculated and stored in the java collections, and then these distances are used to cluster the XML documents.","","978-1-4244-4790-9","10.1109/IADCC.2010.5422926","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5422926","XML Clustering;Weighted Similarity;XML Documents Similarity","XML;Java;Clustering algorithms;Software standards;Application software;Weight measurement;Distance measurement;Software measurement;Software testing;Information retrieval","document handling;pattern clustering;XML","homogeneous XML documents;extensible markup language;weighted similarities;XML attributes;XML clustering;similarity measurement","","10","","13","","1 Mar 2010","","","IEEE","IEEE Conferences"
"Introducing a test suite similarity metric for event sequence-based test cases","P. A. Brooks; A. M. Memon","Dept. of Computer Science, University of Maryland, College Park, MD, 20742 USA; Dept. of Computer Science, University of Maryland, College Park, MD, 20742 USA","2009 IEEE International Conference on Software Maintenance","30 Oct 2009","2009","","","243","252","Most of today's event driven software (EDS) systems are tested using test cases that are carefully constructed as sequences of events; they test the execution of an event in the context of its preceding events. Because sizes of these test suites can be extremely large, researchers have developed techniques, such as reduction and minimization, to obtain test suites that are ldquosimilarrdquo to the original test suite, but smaller. Existing similarity metrics mostly use code coverage; they do not consider the contextual relationships between events. Consequently, reduction based on such metrics may eliminate desirable test cases. In this paper, we present a new parameterized metric, CONTeSSi(n) which uses the context of n preceding events in test cases to develop a new context-aware notion of test suite similarity for EDS. This metric is defined and evaluated by comparing four test suites for each of four open source applications. Our results show that CONT eSSi(n) is a better indicator of the similarity of EDS test suites than existing metrics.","1063-6773","978-1-4244-4897-5","10.1109/ICSM.2009.5306305","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5306305","","Software testing;System testing;Software systems;Graphical user interfaces;Information retrieval;Computer science;Educational institutions;Application software;Automatic testing;Fault detection","program testing;public domain software;software metrics","test suite similarity metric;event sequence-based test cases;event driven software systems;open source systems;software testing","","6","1","21","","30 Oct 2009","","","IEEE","IEEE Conferences"
"Optimal Release Time for Software Systems","M. Jhaa; R. Jha","Citicorp Services India Limited,Pune,India; FIS Solutions (India) Pvt. Ltd.,Pune,India","2020 6th International Conference on Advanced Computing and Communication Systems (ICACCS)","23 Apr 2020","2020","","","1155","1160","Testing the lifecycle is a challenge when it comes to maintaining a high layer of software accuracy obtaining the software's optimal release time. The enterprise urgency to understand when to update and break trial to improve the software's reliability, maintaining the software market growth and decrease the price of research. Companies usually put their product on the market sooner, in order to reach the market. Software testing is a mechanism by which corporations update, Troubleshoot or upgrade their software when used as a debugging method, it guarantees optimum product release, increasing software stability while compressing the economic expense of testing. Today, its journey on market is dynamic due to distributed nature and the diversity of the software making patch an intrinsic testing element. A Sew is a chunk of software to repair or support a device program for fixing or improving it. An important issue within the software advanced preparation to complete when to prevent testing and deliver the software to the users. In this paper, the cost optimal release action, which decreases entire normal cost of program, will be addressed. Scientists have been working in the field to reduce entire testing cost, but so far, accuracy has not been studied in the system for optimal time scheduling. In this paper, we discuss accuracy, which is considerable aspect of quality of program. We therefore suggest reliability development, Design software testing to make the software system stable and cost-effective to fix testing cost issues, product delivery time, and acceptable reliability levels. Using real-life failed software dataset, the numeric illustration was implemented.","2575-7288","978-1-7281-5197-7","10.1109/ICACCS48705.2020.9074453","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9074453","Testing;SRGM (Software reliability growth models);Reliability;Release failure data set;software cost","Software;Testing;Software reliability;Tools;Biological system modeling;Numerical models","program testing;scheduling;software reliability","software market growth;software stability;cost optimal release action;testing cost;optimal time scheduling;software testing;software system;software dataset;software systems;software accuracy;Sew","","","","17","","23 Apr 2020","","","IEEE","IEEE Conferences"
"Construction of a Cloud Scenario Knowledge Graph for Cloud Service Market","S. Zhang; X. Liu; B. Xu; L. Cai; Y. Hu","School of Computer Science and Technology, Donghua University & Shanghai Key Laboratory of Computer Software Testing and Evaluating, Shanghai Software Center,Shanghai,China; School of Computer Science and Technology, Donghua University,Shanghai,China; School of Computer Science and Technology, Donghua University,Shanghai,China; Shanghai Key Laboratory of Computer Software Testing and Evaluating, Shanghai Software Center,Shanghai,China; Shanghai Key Laboratory of Computer Software Testing and Evaluating, Shanghai Software Center,Shanghai,China","2020 IEEE 11th International Conference on Software Engineering and Service Science (ICSESS)","4 Nov 2020","2020","","","503","506","Fast-growing cloud computing technology makes cloud application scenarios more diversified and difficult to choose. A knowledge recommending system is an effective way to reach automatic recommendation services. In this paper, we constructed a cloud scenario knowledge graph (CSKG) for cloud service market to assist cloud knowledge management and provided a web service interface for recommended applications. First a cloud scenario domain ontology was defined based on product knowledge of cloud suppliers and experience of domain experts. Then the BiLSTM-CRF model and Rule-based method were combined to automatically extract structured knowledge from multi-source and heterogeneous texts, where we proposed a tagging schema combined with entity extraction and relation classifier. Finally, a cloud scenario knowledge graph was constructed and visualized, several application examples based on the CSKG service were suggested.","2327-0594","978-1-7281-6579-0","10.1109/ICSESS49938.2020.9237681","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9237681","domain knowledge graph;recommendation system;cloud service;cloud application scenario","Knowledge engineering;Cloud computing;Visualization;Web services;Tagging;Ontologies;Software engineering","cloud computing;graph theory;knowledge management;ontologies (artificial intelligence);pattern classification;recommender systems;recurrent neural nets;text analysis;Web services","cloud scenario knowledge graph;cloud service market;cloud application scenarios;knowledge recommending system;automatic recommendation services;cloud knowledge management;cloud scenario domain ontology;cloud suppliers;cloud computing;Web service interface;product knowledge;BiLSTM-CRF model;rule-based method;multisource text;heterogeneous texts;tagging schema;entity extraction;relation classifier;CSKG service","","","","8","","4 Nov 2020","","","IEEE","IEEE Conferences"
"Boundary Value Exploration for Software Analysis","F. Dobslaw; F. G. de Oliveira Neto; R. Feldt","Chalmers and the University of Gothenburg,Dept. of Computer Science and Engineering,Gothenburg,Sweden; Chalmers and the University of Gothenburg,Dept. of Computer Science and Engineering,Gothenburg,Sweden; Chalmers and the University of Gothenburg,Dept. of Computer Science and Engineering,Gothenburg,Sweden","2020 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)","4 Aug 2020","2020","","","346","353","For software to be reliable and resilient, it is widely accepted that tests must be created and maintained alongside the software itself. One safeguard from vulnerabilities and failures in code is to ensure correct behavior on the boundaries between subdomains of the input space. So-called boundary value analysis (BVA) and boundary value testing (BVT) techniques aim to exercise those boundaries and increase test effectiveness. However, the concepts of BVA and BVT themselves are not generally well defined, and it is not clear how to identify relevant sub-domains, and thus the boundaries delineating them, given a specification. This has limited adoption and hindered automation. We clarify BVA and BVT and introduce Boundary Value Exploration (BVE) to describe techniques that support them by helping to detect and identify boundary inputs. Additionally, we propose two concrete BVE techniques based on information-theoretic distance functions: (i) an algorithm for boundary detection and (ii) the usage of software visualization to explore the behavior of the software under test and identify its boundary behavior. As an initial evaluation, we apply these techniques on a much used and well-tested date handling library. Our results reveal questionable behavior at boundaries highlighted by our techniques. In conclusion, we argue that the boundary value exploration that our techniques enable is a step towards automated boundary value analysis and testing, which can foster their wider use and improve test effectiveness and efficiency.","","978-1-7281-1075-2","10.1109/ICSTW50294.2020.00062","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9155629","boundary value analysis;boundary value testing;test diversity","Software;Tools;Software testing;Visualization;Measurement;Heating systems","boundary-value problems;data visualisation;program testing","software visualization;boundary behavior;boundary value exploration;automated boundary value analysis;test effectiveness;software analysis;boundary inputs;boundary detection","","","","28","","4 Aug 2020","","","IEEE","IEEE Conferences"
"Identification of Failure Regions for Programs With Numeric Inputs","R. Huang; W. Sun; T. Y. Chen; S. Ng; J. Chen","School of Computer Science and Communication Engineering, and Jiangsu Key Laboratory of Security Technology for Industrial Cyberspace, Jiangsu University, Zhenjiang, China; School of Computer Science and Communication Engineering, Jiangsu University, Zhenjiang, China; Department of Computer Science and Software Engineering, Swinburne University of Technology, Hawthorn, VIC, Australia; Department of Computer Science and Software Engineering, Swinburne University of Technology, Hawthorn, VIC, Australia; School of Computer Science and Communication Engineering, Jiangsu University, Zhenjiang, China","IEEE Transactions on Emerging Topics in Computational Intelligence","21 Jul 2021","2021","5","4","651","667","Failure region, where failure-causing inputs reside, has provided many insights to enhance testing effectiveness of many testing methods. Failure region may also provide some important information to support other processes such as software debugging. When a testing method detects a software failure, indicating that a failure-causing input is identified, the next important question is about how to identify the failure region based on this failure-causing input, i.e., Identification of Failure Regions (IFR). In this paper, we introduce a new IFR strategy, namely Search for Boundary (SB), to identify an approximate failure region of a numeric input domain. SB attempts to identify additional failure-causing inputs that are as close to the boundary of the failure region as possible. To support SB, we provide a basic procedure, and then propose two methods, namely Fixed-orientation Search for Boundary (FSB) and Diverse-orientation Search for Boundary (DSB). In addition, we implemented an automated experimentation platform to integrate these methods. In the experiments, we evaluated the proposed SB methods using a series of simulation studies and empirical studies with different types of failure regions. The results show that our methods can effectively identify a failure region, within the limited testing resources.","2471-285X","","10.1109/TETCI.2020.3013713","National Natural Science Foundation of China(grant numbers:61872167,61502205,U1836116); China Postdoctoral Science Foundation(grant numbers:2019T120396); Postgraduate Research & Practice Innovation Program of Jiangsu Province(grant numbers:KYCX19_1614); Senior Personnel Scientific Research Foundation; Jiangsu University(grant numbers:14JDG039); Young Backbone Teacher Cultivation Project of Jiangsu University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9165789","Software debugging;software testing;failure-based testing;identification of failure region (IFR)","Shape;Software;Flyback transformers;Software testing;Subspace constraints;Sun","program debugging;program testing","failure-causing input;approximate failure region;failure region identification;software failure;testing method;fixed-orientation search for boundary;diverse-orientation search for boundary;automated experimentation platform;numeric inputs","","","","33","IEEE","12 Aug 2020","","","IEEE","IEEE Journals"
