"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Cloud based mobile application testing","L. Murugesan; P. Balasubramanian","School of Computing Science and Engineering, VIT University, Chennai, India; School of Computing Science and Engineering, VIT University, Chennai, India","2014 IEEE/ACIS 13th International Conference on Computer and Information Science (ICIS)","29 Sep 2014","2014","","","287","289","The testing of a mobile application is a difficult task keeping in mind the diversity in mobile devices and the runtime environment. Also the need of resources to test a mobile application varies from mobile phones to tablet. At present there are tools which can simulate the mobile environment to test mobile applications. These stimulators simulate only the functionality of a particular operating system but not the processor cores, speed, memory, cache size of the mobile device. In order to overcome the above short comings we move to cloud testing. In cloud computing we can easily allocate the required resources using virtualization and also it is easy to scale up our resources anytime without affecting the entire system. The major advantage in cloud is that it is cost-effective. In this paper we define a cloud based mobile testing model which can test application for different mobile environments and platforms.","","978-1-4799-4860-4","10.1109/ICIS.2014.6912148","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6912148","Cloud Testing;Software Testing;Mobile Application Testing;Cloud Computing","Mobile communication;Mobile handsets;Cloud computing;Runtime environment;Computational modeling;Software testing","cloud computing;mobile computing;operating systems (computers);program testing;virtualisation","software testing;cloud computing;virtualization;operating system;tablet;mobile phones;runtime environment;mobile devices;cloud based mobile application testing","","11","","16","","29 Sep 2014","","","IEEE","IEEE Conferences"
"A software fault tolerance experiment for space applications","D. Simon; C. Hourtolle; H. Biondi; J. Bernelas; P. Duverneuil; S. Gallet; P. Vielcanet; S. De Viguerie; F. Gsell; J. N. Chelotti","Centre Nat. d'Etudes Spatiales, Toulouse, France; Centre Nat. d'Etudes Spatiales, Toulouse, France; Centre Nat. d'Etudes Spatiales, Toulouse, France; NA; NA; NA; NA; NA; NA; NA","[1990] Digest of Papers. Fault-Tolerant Computing: 20th International Symposium","6 Aug 2002","1990","","","28","35","The aim of the experiment described was to implement and assess fault-tolerant software within an industrial framework. Another significant aspect was to adapt the classical software engineering life cycle to this type of project. Two complementary techniques are considered: fault avoidance through the use of higher level language and strict development process; and fault tolerance by using techniques based on design diversity, such as N-version programming and recovery blocks, and exception handling. Starting from the specification of an existing spacecraft orbit and attitude control system, a 3-version software was developed, coded in Ada, and assessed in a fault-tolerant experimental testbed. The authors describe the experiment development and the main study results (on development efforts, observed diversity, and methodology aspects).<<ETX>></ETX>","","0-8186-2051-X","10.1109/FTCS.1990.89363","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=89363","","Fault tolerance;Application software;Computer industry;Software engineering;Space vehicles;Software systems;Fault tolerant systems;Software testing;System testing;Diversity methods","aerospace computing;fault tolerant computing;software engineering","software fault tolerance experiment;space applications;classical software engineering life cycle;fault avoidance;design diversity;N-version programming;recovery blocks;exception handling;spacecraft orbit;attitude control system;Ada;methodology aspects","","2","1","13","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Assessment of Data Diversity Methods for Software Fault Tolerance Based on Mutation Analysis","G. Gallardo; J. May; J. C. Gallardo","University of Bristol, UK; University of Bristol, UK; Research Associate at the SSRC","Second Workshop on Mutation Analysis (Mutation 2006 - ISSRE Workshops 2006)","2 Apr 2007","2006","","","6","6","One of the main concerns in safety-critical software is to ensure sufficient reliability because proof of the absence of systematic failures has proved to be an unrealistic goal. fault-tolerance (FT) is one method for improving reliability claims. It is reasonable to assume that some software FT techniques offer more protection than others, but the relative effectiveness of different software FT schemes remains unclear. We present the principles of a method to assess the effectiveness of FT using mutation analysis. The aim of this approach is to observe the power of FT directly and use this empirical process to evolve more powerful forms of FT. We also investigate an approach to FT that integrates data diversity (DD) assertions and TA. This work is part of a longer term goal to use FT in quantitative safety arguments for safety critical systems.","","0-7695-2897-X","10.1109/MUTATION.2006.1","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4144725","","Diversity methods;Fault tolerance;Genetic mutations;Software safety;Redundancy;Software testing;Fault tolerant systems;Software systems;Failure analysis;System testing","safety-critical software;software fault tolerance;software reliability","data diversity methods;software fault tolerance;mutation analysis;safety-critical software;reliability","","","","17","","2 Apr 2007","","","IEEE","IEEE Conferences"
"Space-time processing TDMA wireless testbed","H. Sampath; A. Paulraj","Inf. Syst. Lab., Stanford Univ., CA, USA; NA","1999 IEEE International Conference on Acoustics, Speech, and Signal Processing. Proceedings. ICASSP99 (Cat. No.99CH36258)","6 Aug 2002","1999","4","","2203","2206 vol.4","The paper describes the architecture of the Stanford University (SU) TDMA standalone testbed. The testbed was developed to evaluate space-time processing (STP) algorithms for diversity, co-channel interference (CCI) and intersymbol interference (ISI) mitigation, array gain and space-time coding. It operates in both uplink and downlink modes and uses a hybrid (combining a real and simulated) channel environment. A description of transmit and receive schemes implemented on the testbed is presented.","1520-6149","0-7803-5041-3","10.1109/ICASSP.1999.758373","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=758373","","Time division multiple access;Radio frequency;System testing;Radiofrequency interference;Software testing;Intersymbol interference;GSM;Computer architecture;Hardware;Transmitters","time division multiple access;space-time adaptive processing;diversity reception;cochannel interference;encoding;radio links;telecommunication channels;intersymbol interference;transmitting antennas;receiving antennas;interference suppression;parallel architectures","TDMA wireless testbed;space-time processing;Stanford University;space-time processing algorithms;diversity;co-channel interference;CCI;intersymbol interference;ISI;array gain;space-time coding;uplink;downlink;hybrid channel environment;simulated channel;real channel;transmit scheme;receive scheme;parallel DSP architecture","","2","1","9","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Increasing Diversity in Coverage Test Suites Using Model Checking","G. Fraser; F. Wotawa","Inst. for Software Technol., Graz Univ. of Technol., Graz, Austria; Inst. for Software Technol., Graz Univ. of Technol., Graz, Austria","2009 Ninth International Conference on Quality Software","15 Jan 2010","2009","","","211","218","Automated test case generation often results in test suites containing significant redundancy such as test cases that are duplicates, prefixes of other test cases, or cover the same test requirements. In this paper we consider the fact that items described by a coverage criterion can be covered in different ways. We introduce a technique where each created test case is guaranteed to cover a test requirement in a new way, even if it has previously been covered. This increases the diversity of how test objectives are satisfied, thus reducing the redundancy in test suites, improving their fault detection ability, and usually also decreasing the number of test cases generated. This approach is based in a scenario of specification based testing using model checkers as test case generation tools, and evaluation is performed on three different case study specifications.","2332-662X","978-1-4244-5913-1","10.1109/QSIC.2009.36","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5381459","test case generation;specification based testing;model checking;test coverage;test redundancy;test diversity","Logic testing;Automatic testing;Software testing;Redundancy;Fault detection;Software quality;Performance evaluation;Programming;Monitoring;Encoding","fault diagnosis;formal specification;program testing;program verification","coverage test suite diversity;model checking;automated test case generation;coverage criterion;test requirement;fault detection;specification based testing","","1","","21","","15 Jan 2010","","","IEEE","IEEE Conferences"
"Augmenting test suites effectiveness by increasing output diversity","N. Alshahwan; M. Harman","CREST Centre, University College London Malet Place, London, WC1E 6BT, U.K.; CREST Centre, University College London Malet Place, London, WC1E 6BT, U.K.","2012 34th International Conference on Software Engineering (ICSE)","28 Jun 2012","2012","","","1345","1348","The uniqueness (or otherwise) of test outputs ought to have a bearing on test effectiveness, yet it has not previously been studied. In this paper we introduce a novel test suite adequacy criterion based on output uniqueness. We propose 4 definitions of output uniqueness with varying degrees of strictness. We present a preliminary evaluation for web application testing that confirms that output uniqueness enhances fault-finding effectiveness. The approach outperforms random augmentation in fault finding ability by an overall average of 280% in 5 medium sized, real world web applications.","1558-1225","978-1-4673-1067-3","10.1109/ICSE.2012.6227083","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6227083","SBSE;HTML output;Web applications","HTML;Testing;Educational institutions;Databases;Web pages;Instruments;Cloning","Internet;program testing;software fault tolerance","test suite adequacy criterion;augment test suites effectiveness;Web application testing;fault-finding effectiveness;real world Web applications;output diversity;software testing","","19","","9","","28 Jun 2012","","","IEEE","IEEE Conferences"
"On the role of diversity measures for multi-objective test case selection","A. De Lucia; M. Di Penta; R. Oliveto; A. Panichella","University of Salerno, via Ponte don Melillo, Fisciano (SA), 84084, Italy; University of Sannio, Palazzo ex Poste, Via Traiano, 82100 Benevento, Italy; University of Molise, Contrada Fonte Lappone, 86090 Pesche (IS), Italy; University of Salerno, via Ponte don Melillo, Fisciano (SA), 84084, Italy","2012 7th International Workshop on Automation of Software Test (AST)","2 Jul 2012","2012","","","145","151","Test case selection has been recently formulated as multi-objective optimization problem trying to satisfy conflicting goals, such as code coverage and computational cost. This paper introduces the concept of asymmetric distance preserving, useful to improve the diversity of non-dominated solutions produced by multi-objective Pareto efficient genetic algorithms, and proposes two techniques to achieve this objective. Results of an empirical study conducted over four programs from the SIR benchmark show how the proposed technique (i) obtains non-dominated solutions having a higher diversity than the previously proposed multi-objective Pareto genetic algorithms; and (ii) improves the convergence speed of the genetic algorithms.","","978-1-4673-1822-8","10.1109/IWAST.2012.6228983","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6228983","Search-based Software Testing;Test Case Selection;Niched Genetic Algorithms;Empirical Studies","Genetic algorithms;Optimization;Minimization;Testing;Convergence;Measurement;Search problems","convergence;genetic algorithms;Pareto optimisation;program testing","diversity measure;multiobjective test case selection;multiobjective optimization problem;conflicting goal satisfaction;code coverage;computational cost;asymmetric distance preserving;multiobjective Pareto efficient genetic algorithm;SIR benchmark;nondominated solution;convergence speed;software testing","","14","","20","","2 Jul 2012","","","IEEE","IEEE Conferences"
"Exploring Test Suite Diversification and Code Coverage in Multi-Objective Test Case Selection","D. Mondal; H. Hemmati; S. Durocher","Dept. of Comput. Sci., Univ. of Manitoba, Winnipeg, MB, Canada; Dept. of Comput. Sci., Univ. of Manitoba, Winnipeg, MB, Canada; Dept. of Comput. Sci., Univ. of Manitoba, Winnipeg, MB, Canada","2015 IEEE 8th International Conference on Software Testing, Verification and Validation (ICST)","7 May 2015","2015","","","1","10","Test case selection is a classic testing technique to choose a subset of existing test cases for execution, due to the limited budget and tight deadlines. While `code coverage' is the state of practice among test case selection heuristics, recent literature has shown that `test case diversity' is also a very promising approach. In this paper, we first compare these two heuristics for test case selection in several real-world case studies (Apache Ant, Derby, JBoss, NanoXML and Math). The results show that neither of the two techniques completely dominates the other, but they can potentially be complementary. Therefore, we next propose a novel approach that maximizes both code coverage and diversity among the selected test cases using NSGA-II multi- objective optimization, and the results show a significant improvement in fault detection rate. Specifically, sometimes this novel approach detects up to 16\%(Ant), 10\%(JBoss), and 14\% (Math) more faults compared to either of coverage or diversity-based approaches, when the testing budget is less than 20\% of the entire test suite execution cost.","2159-4848","978-1-4799-7125-1","10.1109/ICST.2015.7102588","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7102588","","Optimization;Testing;Fault detection;Linear programming;Shape;Diversity reception;Hamming distance","genetic algorithms;program testing;software fault tolerance","test suite diversification;multiobjective test case selection;testing technique;code coverage;test case selection heuristics;test case diversity;Apache Ant;Derby;JBoss;NanoXML;Math;code diversity;NSGA-II multiobjective optimization;fault detection rate;testing budget;test suite execution cost;genetic algorithm","","31","","29","","7 May 2015","","","IEEE","IEEE Conferences"
"Frenetic at the SBST 2021 Tool Competition","E. Castellano; A. Cetinkaya; C. H. Thanh; S. Klikovits; X. Zhang; P. Arcaini","National Institute of Informatics,Tokyo,Japan; National Institute of Informatics,Tokyo,Japan; National Institute of Informatics,Tokyo,Japan; National Institute of Informatics,Tokyo,Japan; National Institute of Informatics,Tokyo,Japan; National Institute of Informatics,Tokyo,Japan","2021 IEEE/ACM 14th International Workshop on Search-Based Software Testing (SBST)","13 Jul 2021","2021","","","36","37","Frenetic is a genetic approach that leverages a curvature-based road representation. Given an autonomous driving agent, the goal of Frenetic is to generate roads where the agent fails to stay within its lane. In other words, Frenetic tries to minimize the “out of bound distance”, which is the distance between the car and either edge of the lane if the car is within the lane, and proceeds to negative values once the car drives off. This work resembles classic aspects of genetic algorithms such as mutations and crossover, but introduces some nuances aiming at improving diversity of the generated roads.","","978-1-6654-4571-9","10.1109/SBST52555.2021.00016","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9476234","","Software testing;Roads;Conferences;Tools;Drives;Genetics;Automobiles","automatic testing;driver information systems;genetic algorithms;Java;program testing;road traffic;road vehicles","SBST 2021 tool competition;Frenetic;genetic approach;curvature-based road representation;autonomous driving agent;lane;bound distance;car drives;genetic algorithms;generated roads","","2","","3","","13 Jul 2021","","","IEEE","IEEE Conferences"
"Dynamic white-box software testing using a recursive hybrid evolutionary strategy/genetic algorithm","A. Panchapakesan; R. Abielmona; E. Petriu","School of EECS, University of Ottawa, Canada; Research & Engineering, Larus Technologies Corporation, Ottawa, Canada; School of EECS, University of Ottawa, Canada","2013 IEEE Congress on Evolutionary Computation","15 Jul 2013","2013","","","2525","2532","Software testing is an important and time consuming part of the software development cycle. While automated testing frameworks do help in reducing the amount of programmer time that testing requires, the onus is still upon the programmer to provide such a framework with the inputs on which the software must be tested. This requires static analysis of the source code, which is more effective when performed as a peer review exercise and is highly dependent on the skills of the programmers performing the analysis. Thus, it demands the allocation of precious time of highly skilled programmers. An algorithm that automatically generates inputs to satisfy test coverage criteria for the software being tested would therefore be valuable, as it would imply that the programmer no longer needs to analyze code to generate the relevant test cases. This paper explores a hybrid evolutionary strategy with an evolutionary algorithm to discover such test case synthesis, in an improvement over previous methods which overly focus their search without maintaining the diversity required to cover the entire search space efficiently.","1941-0026","978-1-4799-0454-9","10.1109/CEC.2013.6557873","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6557873","Software testing;black-box testing;white-box testing;static white-box testing;dynamic white-box testing;evolutionary algorithm;genetic algorithm;evolutionary strategy;control flow graph","Testing;Biological cells;Sociology;Statistics;Genetic algorithms;Software;Evolutionary computation","automatic test software;flow graphs;program diagnostics;program testing;search problems;source coding","dynamic white-box software testing;recursive hybrid evolutionary strategy;genetic algorithm;software development cycle;automated testing frameworks;source code;static analysis;peer review exercise;highly skilled programmers;evolutionary algorithm;search space","","1","","14","","15 Jul 2013","","","IEEE","IEEE Conferences"
"DAC: Distributed Asynchronous Cooperation for Wireless Relay Networks","X. Zhang; K. G. Shin","Dept. of Electr. Eng. & Comput. Sci., Univ. of Michigan, Ann Arbor, MI, USA; Dept. of Electr. Eng. & Comput. Sci., Univ. of Michigan, Ann Arbor, MI, USA","2010 Proceedings IEEE INFOCOM","6 May 2010","2010","","","1","9","Cooperative relay is a communication paradigm that aims to realize the capacity of multi-antenna arrays in a distributed manner. However, the symbol-level synchronization requirement among distributed relays limits its use in practice. We propose to circumvent this barrier with a cross-layer protocol called Distributed Asynchronous Cooperation (DAC). With DAC, multiple relays can schedule concurrent transmissions with packet-level (hence coarse) synchronization. The receiver then extracts multiple versions of each relayed packet via a collision-resolution algorithm, thus realizing the diversity gain of cooperative communication. We demonstrate the feasibility of DAC by prototyping and testing it on the GNURadio/USRP software radio platform. To explore its relevance at the network level, we introduce a DAC-based MAC, and a generic approach to integrate the DAC MAC/PHY layer into a typical routing algorithm. Considering the use of DAC for multiple network flows, we analyze the fundamental tradeoff between the improvement in diversity gain and the reduction in multiplexing opportunities. DAC is shown to improve the throughput and delay performance of lossy networks with medium-level link quality. Our analytical results are also confirmed by network-level simulation in ns-2.","0743-166X","978-1-4244-5838-7","10.1109/INFCOM.2010.5461940","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5461940","","Relays;Diversity methods;Protocols;Receivers;Software prototyping;Software testing;Software radio;Physical layer;Routing;Throughput","access protocols;antenna arrays;diversity reception;radio receivers;software radio;telecommunication network routing;wireless channels","distributed asynchronous cooperation;wireless relay networks;cooperative relay;communication paradigm;multiantenna arrays;symbol-level synchronization;cross-layer protocol;packet-level synchronization;radio receiver;diversity gain;cooperative communication;GNURadio/USRP software radio platform;MAC protocol;DAC MAC/PHY layer;routing algorithm;medium-level link quality;ns-2 network-level simulation","","17","","25","","6 May 2010","","","IEEE","IEEE Conferences"
"Automated Test Suite Generation for Time-Continuous Simulink Models","R. Matinnejad; S. Nejati; L. C. Briand; T. Bruckmann","SnT Centre, Univ. of Luxembourg, Luxembourg, Luxembourg; SnT Centre, Univ. of Luxembourg, Luxembourg, Luxembourg; SnT Centre, Univ. of Luxembourg, Luxembourg, Luxembourg; Delphi Automotive Syst., Luxembourg","2016 IEEE/ACM 38th International Conference on Software Engineering (ICSE)","3 Apr 2017","2016","","","595","606","All engineering disciplines are founded and rely on models, although they may differ on purposes and usages of modeling. Interdisciplinary domains such as Cyber Physical Systems (CPSs) seek approaches that incorporate different modeling needs and usages. Specifically, the Simulink modeling platform greatly appeals to CPS engineers due to its seamless support for simulation and code generation. In this paper, we propose a test generation approach that is applicable to Simulink models built for both purposes of simulation and code generation. We define test inputs and outputs as signals that capture evolution of values over time. Our test generation approach is implemented as a meta-heuristic search algorithm and is guided to produce test outputs with diverse shapes according to our proposed notion of diversity. Our evaluation, performed on industrial and public domain models, demonstrates that: (1) In contrast to the existing tools for testing Simulink models that are only applicable to a subset of code generation models, our approach is applicable to both code generation and simulation Simulink models. (2) Our new notion of diversity for output signals outperforms random baseline testing and an existing notion of signal diversity in revealing faults in Simulink models. (3) The fault revealing ability of our test generation approach outperforms that of the Simulink Design Verifier, the only testing toolbox for Simulink.","1558-1225","978-1-4503-3900-1","10.1145/2884781.2884797","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7886937","Simulink models;Software testing;Time-continuous behaviors;Search-based software testing;Output diversity;Signal features;Structural coverage;Simulink Design Verifier (SLDV)","Software packages;Computational modeling;Fuels;Testing;Mathematical model;Shape","automatic testing;program compilers;program testing;search problems","automated test suite generation;time-continuous Simulink models;code generation;test inputs;test outputs;meta-heuristic search algorithm;industrial domain models;public domain models;simulation Simulink models;signal diversity;fault revealing ability","","17","","61","","3 Apr 2017","","","IEEE","IEEE Conferences"
"Research on an autonomous and controllable portable universal interface test platform","Y. Xu; B. Liu; X. Wang; H. Zhang; Z. Zhang","Jiangsu Automation Research Institute,Lianyungang,Jiangsu,China; Jiangsu Automation Research Institute,Lianyungang,Jiangsu,China; Jiangsu Automation Research Institute,Lianyungang,Jiangsu,China; Jiangsu Automation Research Institute,Lianyungang,Jiangsu,China; Jiangsu Automation Research Institute,Lianyungang,Jiangsu,China","2021 3rd International Conference on Industrial Artificial Intelligence (IAI)","30 Nov 2021","2021","","","1","5","Industrial software testing including software development and debugging depends on the external input interface. The development, debugging and adaptation of interface software simulation consumes a lot of time. The process of software evaluation and self-test lack a portable general software testing equipment suitable for the industrial field, in order to greatly improve the testing efficiency, test integrity and adequacy. Therefore, it is urgent for the general interface generation platform to be transformed into high performance such as hardware, distributed, hardware interface adaptation, test task load and high real-time. In this paper, the overall design framework of portable general software test equipment is carried out, which includes the design and software development of the execution host, the software transformation of general control host and other research contents. At the same time, a portable general software testing equipment for complex industrial system software and multiple interfaces is developed. This platform can satisfy the diversity of complex industrial software system interfaces and the real-time requirements of special systems. It is expected to further promote the development of interface testing automation.","","978-1-6654-3517-8","10.1109/IAI53119.2021.9619437","Nature; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9619437","","Software testing;Debugging;Tools;Software systems;Software;Real-time systems;Hardware","program debugging;program testing;software engineering;user interfaces","interface software simulation;software evaluation;self-test;portable general software testing equipment;testing efficiency;test integrity;general interface generation platform;hardware interface adaptation;test task load;portable general software test equipment;software transformation;complex industrial software system interfaces;interface testing automation;autonomous interface test platform;controllable portable universal interface test platform;industrial software testing;external input interface;debugging;software development","","","","10","IEEE","30 Nov 2021","","","IEEE","IEEE Conferences"
"Efficient and Effective Generation of Test Cases for Pedestrian Detection - Search-based Software Testing of Baidu Apollo in SVL","H. Ebadi; M. H. Moghadam; M. Borg; G. Gay; A. Fontes; K. Socha","Infotiv AB,Gothenburg,Sweden; RISE Research Institutes of Sweden,Västerås,Sweden; RISE Research Institutes of Sweden,Lund,Sweden; Chalmers and the University of Gothenburg,Gothenburg,Sweden; Chalmers and the University of Gothenburg,Gothenburg,Sweden; RISE Research Institutes of Sweden,Lund,Sweden","2021 IEEE International Conference on Artificial Intelligence Testing (AITest)","14 Oct 2021","2021","","","103","110","With the growing capabilities of autonomous vehicles, there is a higher demand for sophisticated and pragmatic quality assurance approaches for machine learning-enabled systems in the automotive AI context. The use of simulation-based prototyping platforms provides the possibility for early-stage testing, enabling inexpensive testing and the ability to capture critical corner-case test scenarios. Simulation-based testing properly complements conventional on-road testing. However, due to the large space of test input parameters in these systems, the efficient generation of effective test scenarios leading to the unveiling of failures is a challenge. This paper presents a study on testing pedestrian detection and emergency braking system of the Baidu Apollo autonomous driving platform within the SVL simulator. We propose an evolutionary automated test generation technique that generates failure-revealing scenarios for Apollo in the SVL environment. Our approach models the input space using a generic and flexible data structure and benefits a multi-criteria safety-based heuristic for the objective function targeted for optimization. This paper presents the results of our proposed test generation technique in the 2021 IEEE Autonomous Driving AI Test Challenge. In order to demonstrate the efficiency and effectiveness of our approach, we also report the results from a baseline random generation technique. Our evaluation shows that the proposed evolutionary test case generator is more effective at generating failure-revealing test cases and provides higher diversity between the generated failures than the random baseline.","","978-1-6654-3481-2","10.1109/AITEST52744.2021.00030","ECSEL Joint Undertaking(grant numbers:876852); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9564347","Search-Based Test Generation;Evolutionary Algorithm;Advanced Driver Assistance Systems;Pedestrian Detection;Automotive Simulators","Software testing;Quality assurance;Web and internet services;Software algorithms;Test pattern generators;Artificial intelligence;Autonomous vehicles","data structures;evolutionary computation;learning (artificial intelligence);program testing","software testing;growing capabilities;autonomous vehicles;higher demand;sophisticated quality assurance approaches;pragmatic quality assurance approaches;machine learning-enabled systems;automotive AI context;simulation-based;early-stage testing;inexpensive testing;critical corner-case test scenarios;on-road testing;test input parameters;effective test scenarios;testing pedestrian detection;Baidu Apollo autonomous driving platform;SVL simulator;evolutionary automated test generation technique;failure-revealing scenarios;SVL environment;approach models;flexible data structure;multicriteria safety-based;2021 IEEE Autonomous Driving AI Test Challenge;baseline random generation technique;evolutionary test case generator;failure-revealing test cases;generated failures","","","","24","","14 Oct 2021","","","IEEE","IEEE Conferences"
"SimCoTest: A Test Suite Generation Tool for Simulink/Stateflow Controllers","R. Matinnejad; S. Nejati; L. C. Briand; T. Bruckmann","SnT Centre, Univ. of Luxembourg, Luxembourg City, Luxembourg; SnT Centre, Univ. of Luxembourg, Luxembourg City, Luxembourg; SnT Centre, Univ. of Luxembourg, Luxembourg City, Luxembourg; Delphi Automotive Syst., Luxembourg, Luxembourg","2016 IEEE/ACM 38th International Conference on Software Engineering Companion (ICSE-C)","23 Mar 2017","2016","","","585","588","We present SimCoTest, a tool to generate small test suites with high fault revealing ability for Simulink/Stateflow controllers. SimCoTest uses meta-heuristic search to (1) maximize the likelihood of presence of specific failure patterns in output signals (failure-based test generation), and to (2) maximize diversity of output signal shapes (output diversity test generation). SimCoTest has been evaluated on industrial Simulink models and has been systematically compared with Simuilnk Design Verifier (SLDV), an alternative commercial Simulink testing tool. Our results show that the fault revealing ability of SimCoTest outperforms that of SLDV. Further, in contrast to SLDV, SimCoTest is applicable to Simulink/Stateflow models in their entirety. A video describing the main features of SimCoTest is available at: https://youtu.be/YnXgveiGXEA.","","978-1-4503-4205-6","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7883346","Simulink/Stateflow models;Software testing;Search-based software testing;Output diversity;Failure-based test generation;Simulink Design Verifier (SLDV)","Software packages;Mathematical model;Computational modeling;Testing;Data models;Adaptation models;Shape","optimisation;program testing;search problems;software tools","SimCoTest;test suite generation tool;Simulink/stateflow controllers;high fault revealing ability;metaheuristic search;specific failure pattern presence maximization;failure-based test generation;diversity maximization;industrial Simulink models;Simuilnk design verifier;SLDV;Simulink testing tool","","","","14","","23 Mar 2017","","","IEEE","IEEE Conferences"
"Validation, verification, and testing: diversity rules","B. Kitchenham; S. Linkman","Keele Univ., UK; NA","IEEE Software","6 Aug 2002","1998","15","4","46","49","Many software project managers try to decide whether to enhance reliability by performing detailed inspections or by doing execution-based testing using operational profiles. The authors regard this as a false choice. Operational-profile-based testing is an important method, but it is not a simple, cost-effective panacea. Instead, they suggest a better approach: a diverse validation, verification, and testing strategy that includes inspections and execution-based testing. Such an approach addresses the more appropriate question of what selection of W and T techniques should a project employ to achieve the functionality and quality that the product requires?.","1937-4194","","10.1109/52.687944","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=687944","","System testing;Software testing;Software systems;Aircraft;Printers;Research and development;Boundary conditions;Reliability engineering","software development management;project management;software reliability;program testing;program verification;software quality","verification;validation;software project management;reliability;inspections;execution-based testing;quality;functionality","","3","","","IEEE","6 Aug 2002","","","IEEE","IEEE Magazines"
"Diversity of interaction in a quality assurance course","M. Ardis; C. Dugas","Dept. of Comput. Sci. & Software Eng., Rose-Hulman Inst. of Technol., Terre Haute, IN, USA; NA","Proceedings Frontiers in Education 35th Annual Conference","3 Apr 2006","2005","","","F1G","13","All software engineering courses face a daunting task: how to recreate within the classroom the environment of software engineering as it is practiced. There are three major difficulties to overcome: providing the cultural environment of professional software engineering, providing opportunities for learning by observation and imitation, and providing opportunities for constructive feedback from teammates. Each of these difficulties can be addressed, but some creativity may be required to solve them within the traditional classroom setting","2377-634X","0-7803-9077-6","10.1109/FIE.2005.1612028","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1612028","Quality assurance;situated learning;software engineering;usability testing;Vygotsky","Quality assurance;Software engineering;Software quality;Application software;Software testing;Automatic testing;System testing;Computer science;Software design;Software performance","educational courses;quality assurance;software quality","quality assurance course;software engineering courses;professional software engineering","","","","5","","3 Apr 2006","","","IEEE","IEEE Conferences"
"Real-world design diversity: a case study on cost","K. Kanoun",LAAS,"IEEE Software","7 Aug 2002","2001","18","4","29","33","","1937-4194","","10.1109/MS.2001.936214","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=936214","","Computer aided software engineering;Costs;System testing;Software testing;Software design;Programming;Formal languages;Assembly;Performance evaluation;Process design","","","","6","","15","","7 Aug 2002","","","IEEE","IEEE Magazines"
